"Seq","Source","BreakSet","DatasetNo","SetNo","SetNoInData","Type","Model","Treat","%BreakSet","Year","Predecessor","Successor","%SegmentFound","Ti","Shift","%YearOverall","Modal Year","ModalValue","SecondModalYear","SecondModalValue","SegmentTrend","PreTrend",PostTrend","ShiftFromTrends","30YearTrend","15YrTi","15YearShift","30Yr Mode","30YrModePct","30YrMode2","30YrMode2%","Stability",":","ModelGroup","GroupCode","GroupNum","Model","GroupModNum","ModelNum","EnsembleCode","EnsembleNum","Scenario",":","Byear","slope1","Pr(slope1)","Sig(slope1)","Rsq(slope1)","slope2","Pr(slope2)","Sig(slope2)","Rsq(slope2)","non-trend-shift","Pr(non-trend-shift)","Sig(non-trend-shift)",":","PrTrends","sig(Trends)","Pr(shifts)","sig(shifts)",Pr(Regime)","sig(Regime)","Modal"
"Seq","Source","BreakSet","DatasetNo","SetNo","SetNoInData","Type","Model","Treat","%BreakSet","Year","Predecessor","Successor","%SegmentFound","Ti","Shift","%YearOverall","Modal Year","ModalValue","SecondModalYear","SecondModalValue","SegmentTrend","PreTrend",PostTrend","ShiftFromTrends","30YearTrend","15YrTi","15YearShift","30Yr Mode","30YrModePct","30YrMode2","30YrMode2%","Stability",":","ModelGroup","GroupCode","GroupNum","Model","GroupModNum","ModelNum","EnsembleCode","EnsembleNum","Scenario",":","Byear","slope1","Pr(slope1)","Sig(slope1)","Rsq(slope1)","slope2","Pr(slope2)","Sig(slope2)","Rsq(slope2)","non-trend-shift","Pr(non-trend-shift)","Sig(non-trend-shift)",":","PrTrends","sig(Trends)","Pr(shifts)","sig(shifts)",Pr(Regime)","sig(Regime)","Modal"
168,r1i1p1_FGOALS_g2_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_030.dat.final.csv,"[1861.0, 1927, 1964, 1977, 1995, 2021, 2035, 2079, 2100.0]",11,23,1,r1i1p1,FGOALS_g2,RCP2.6,100,1927,1861.0,1964,100,33.6492343699,0.092066829637,100,1927,0.85,1943,0.14,0.00112755507665,-0.000775170272298,0.00265517622741,0.0670325697361,0.00788415439756,5.86454938877,0.126198149561,1922,0.4,1923,0.37,0.81 ,":" , LASG-CESS , cn1 , 031 , FGOALS_g2 , 02 , 03102 , r1i1p1 , 1101 , g2 ,":" , 1927.0 , -0.0007752 , 0.041200,**   , 0.06255 , 0.002655 , 0.011100,**   , 0.1705 , 0.067033 , 0.009010,***  , : , 0.001010,*** , 0.009010,***  , 0.000000,****,"Y"
169,r1i1p1_FGOALS_g2_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_030.dat.final.csv,"[1861.0, 1927, 1964, 1977, 1995, 2021, 2035, 2079, 2100.0]",11,23,1,r1i1p1,FGOALS_g2,RCP2.6,100,1964,1927,1977,100,27.7693270995,0.167325655695,100,1964,1.0,0,0,0.00506820808356,0.00265517622741,0.00750636444793,0.0668432539562,0.00958702206502,9.16967614737,0.0975990560886,1964,0.92,1965,0.08,0.92 ,":" , LASG-CESS , cn1 , 031 , FGOALS_g2 , 02 , 03102 , r1i1p1 , 1101 , g2 ,":" , 1964.0 , 0.002655 , 0.011100,**   , 0.1705 , 0.007506 , 0.036000,**   , 0.3413 , 0.066843 , 0.102400,N/S  , : , 0.289500,N/S , 0.102400,N/S  , 0.005718,*** ,"Y"
170,r1i1p1_FGOALS_g2_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_030.dat.final.csv,"[1861.0, 1927, 1964, 1977, 1995, 2021, 2035, 2079, 2100.0]",11,23,1,r1i1p1,FGOALS_g2,RCP2.6,100,1977,1964,1995,100,20.3225787629,0.189568844156,100,1977,0.8,1978,0.16,0.0111324798428,0.00750636444793,0.00832792398594,0.0656543345913,0.0143193749875,9.09858201477,0.132499616565,1977,0.81,1978,0.09,0.96 ,":" , LASG-CESS , cn1 , 031 , FGOALS_g2 , 02 , 03102 , r1i1p1 , 1101 , g2 ,":" , 1977.0 , 0.007506 , 0.036000,**   , 0.3413 , 0.008328 , 0.010600,**   , 0.3437 , 0.06565 , 0.112970,N/S  , : , 0.866690,N/S , 0.112970,N/S  , 0.273900,N/S ,"Y"
171,r1i1p1_FGOALS_g2_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_030.dat.final.csv,"[1861.0, 1927, 1964, 1977, 1995, 2021, 2035, 2079, 2100.0]",11,23,1,r1i1p1,FGOALS_g2,RCP2.6,100,1995,1977,2021,100,33.0947091573,0.347165859015,100,1995,0.7,1999,0.23,0.014033679825,0.00832792398594,0.00987184900426,0.142508923917,0.0215314583195,9.72192768611,0.202674104402,1995,0.39,2000,0.37,0.69 ,":" , LASG-CESS , cn1 , 031 , FGOALS_g2 , 02 , 03102 , r1i1p1 , 1101 , g2 ,":" , 1995.0 , 0.008328 , 0.010600,**   , 0.3437 , 0.009872 , 0.000062,**** , 0.4942 , 0.142509 , 0.002390,***  , : , 0.686560,N/S , 0.002390,***  , 0.008639,*** ,"Y"
172,r1i1p1_FGOALS_g2_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_030.dat.final.csv,"[1861.0, 1927, 1964, 1977, 1995, 2021, 2035, 2079, 2100.0]",11,23,1,r1i1p1,FGOALS_g2,RCP2.6,100,2021,1995,2035,100,27.6766513045,0.323806565068,100,2021,0.8,2019,0.16,0.014363508442,0.00987184900426,0.0142986996535,0.0928065118258,0.0196325122269,9.60521929462,0.181685664003,2021,0.85,2022,0.07,0.73 ,":" , LASG-CESS , cn1 , 031 , FGOALS_g2 , 02 , 03102 , r1i1p1 , 1101 , g2 ,":" , 2021.0 , 0.009872 , 0.000062,**** , 0.4942 , 0.0143 , 0.006110,***  , 0.4788 , 0.092807 , 0.073410,*    , : , 0.406060,N/S , 0.073410,*    , 0.031990,**  ,"Y"
173,r1i1p1_FGOALS_g2_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_030.dat.final.csv,"[1861.0, 1927, 1964, 1977, 1995, 2021, 2035, 2079, 2100.0]",11,23,1,r1i1p1,FGOALS_g2,RCP2.6,100,2035,2021,2079,100,35.1238861859,0.205847440189,100,2035,0.86,2033,0.09,0.00449307576238,0.0142986996535,0.000912344959011,0.0920717891129,0.015381691183,8.08237283327,0.143164905174,2035,0.44,2029,0.22,0.45 ,":" , LASG-CESS , cn1 , 031 , FGOALS_g2 , 02 , 03102 , r1i1p1 , 1101 , g2 ,":" , 2035.0 , 0.0143 , 0.006110,***  , 0.4788 , 0.0009123 , 0.244000,N/S  , 0.03214 , 0.09207 , 0.020450,**   , : , 0.003490,*** , 0.020450,**   , 0.000000,****,"Y"
174,r1i1p1_FGOALS_g2_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_030.dat.final.csv,"[1861.0, 1927, 1964, 1977, 1995, 2021, 2035, 2079, 2100.0]",11,23,1,r1i1p1,FGOALS_g2,RCP2.6,100,2079,2035,2100.0,100,39.6969589473,-0.178112494677,100,2079,1.0,0,0,-0.00345923586582,0.000912344959011,-0.00418388528557,-0.151945086321,-0.0118550122442,10.8374161136,-0.141539322616,2079,0.98,2078,0.02,1.0 ,":" , LASG-CESS , cn1 , 031 , FGOALS_g2 , 02 , 03102 , r1i1p1 , 1101 , g2 ,":" , 2079.0 , 0.0009123 , 0.244000,N/S  , 0.03214 , -0.004184 , 0.087300,*    , 0.1461 , -0.151945 , 0.000056,**** , : , 0.042600,**  , 0.000056,**** , 0.000000,****,"Y"
"Seq","Source","BreakSet","DatasetNo","SetNo","SetNoInData","Type","Model","Treat","%BreakSet","Year","Predecessor","Successor","%SegmentFound","Ti","Shift","%YearOverall","Modal Year","ModalValue","SecondModalYear","SecondModalValue","SegmentTrend","PreTrend",PostTrend","ShiftFromTrends","30YearTrend","15YrTi","15YearShift","30Yr Mode","30YrModePct","30YrMode2","30YrMode2%","Stability",":","ModelGroup","GroupCode","GroupNum","Model","GroupModNum","ModelNum","EnsembleCode","EnsembleNum","Scenario",":","Byear","slope1","Pr(slope1)","Sig(slope1)","Rsq(slope1)","slope2","Pr(slope2)","Sig(slope2)","Rsq(slope2)","non-trend-shift","Pr(non-trend-shift)","Sig(non-trend-shift)",":","PrTrends","sig(Trends)","Pr(shifts)","sig(shifts)",Pr(Regime)","sig(Regime)","Modal"
175,r1i1p1_FIO-ESM_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_031.dat.final.csv,"[1861.0, 1916, 1970, 1986, 2009, 2018, 2050, 2069, 2100.0]",12,24,1,r1i1p1,FIO-ESM,RCP2.6,100,1916,1861.0,1970,100,50.3623546109,0.20852142785,100,1916,0.75,1915,0.25,0.00317375583271,0.001598907214,0.001003199604,0.137067619144,0.0124240441193,5.07904055249,0.149659021708,1916,0.74,1915,0.19,0.9 ,":" , FIO , cn4 , 034 , FIO-ESM , 01 , 03401 , r1i1p1 , 1101 , RCP2.6 ,":" , 1916.0 , 0.001599 , 0.112000,N/S  , 0.04609 , 0.001003 , 0.274000,N/S  , 0.02295 , 0.1371 , 0.001820,***  , : , 0.659920,N/S , 0.001820,***  , 0.007292,*** ,"Y"
176,r1i1p1_FIO-ESM_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_031.dat.final.csv,"[1861.0, 1916, 1970, 1986, 2009, 2018, 2050, 2069, 2100.0]",12,24,1,r1i1p1,FIO-ESM,RCP2.6,100,1970,1916,1986,100,37.8823734945,0.278483955886,100,1970,1.0,0,0,0.00474686393751,0.001003199604,0.00732696078279,0.188920457514,0.017316262287,7.28897106931,0.194834478993,1970,0.94,1971,0.06,0.88 ,":" , FIO , cn4 , 034 , FIO-ESM , 01 , 03401 , r1i1p1 , 1101 , RCP2.6 ,":" , 1970.0 , 0.001003 , 0.274000,N/S  , 0.02295 , 0.007327 , 0.269000,N/S  , 0.08658 , 0.18892 , 0.003820,***  , : , 0.285570,N/S , 0.003820,***  , 0.000005,****,"Y"
177,r1i1p1_FIO-ESM_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_031.dat.final.csv,"[1861.0, 1916, 1970, 1986, 2009, 2018, 2050, 2069, 2100.0]",12,24,1,r1i1p1,FIO-ESM,RCP2.6,100,1986,1970,2009,100,25.4108543769,0.385906546368,100,1986,0.68,1987,0.13,0.0171937297602,0.00732696078279,0.0113586874189,0.194346081388,0.0255330147167,9.01686380979,0.231169438965,1986,0.85,1985,0.11,0.82 ,":" , FIO , cn4 , 034 , FIO-ESM , 01 , 03401 , r1i1p1 , 1101 , RCP2.6 ,":" , 1986.0 , 0.007327 , 0.269000,N/S  , 0.08658 , 0.01136 , 0.012000,**   , 0.2648 , 0.194346 , 0.021890,**   , : , 0.612750,N/S , 0.021890,**   , 0.069320,*   ,"Y"
178,r1i1p1_FIO-ESM_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_031.dat.final.csv,"[1861.0, 1916, 1970, 1986, 2009, 2018, 2050, 2069, 2100.0]",12,24,1,r1i1p1,FIO-ESM,RCP2.6,100,2009,1986,2018,100,15.6175495868,0.291055155018,100,2009,0.84,1997,0.16,0.0154146596918,0.0113586874189,0.00790791663307,0.12615954099,0.0209932475241,9.0558633912,0.228647218916,2009,0.99,2010,0.01,1.0 ,":" , FIO , cn4 , 034 , FIO-ESM , 01 , 03401 , r1i1p1 , 1101 , RCP2.6 ,":" , 2009.0 , 0.01136 , 0.012000,**   , 0.2648 , 0.007908 , 0.470000,N/S  , 0.07702 , 0.12616 , 0.219000,N/S  , : , 0.831000,N/S , 0.219000,N/S  , 0.340900,N/S ,"Y"
179,r1i1p1_FIO-ESM_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_031.dat.final.csv,"[1861.0, 1916, 1970, 1986, 2009, 2018, 2050, 2069, 2100.0]",12,24,1,r1i1p1,FIO-ESM,RCP2.6,100,2018,2009,2050,100,18.5379899552,0.219251468681,100,2018,0.85,2021,0.15,0.00720116870369,0.00790791663307,0.00341382728687,0.131118742342,0.019697071086,7.79514856837,0.186426981308,2018,0.9,2021,0.08,0.32 ,":" , FIO , cn4 , 034 , FIO-ESM , 01 , 03401 , r1i1p1 , 1101 , RCP2.6 ,":" , 2018.0 , 0.007908 , 0.470000,N/S  , 0.07702 , 0.003414 , 0.090600,*    , 0.09251 , 0.131119 , 0.069200,*    , : , 0.727800,N/S , 0.069200,*    , 0.029290,**  ,"Y"
180,r1i1p1_FIO-ESM_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_031.dat.final.csv,"[1861.0, 1916, 1970, 1986, 2009, 2018, 2050, 2069, 2100.0]",12,24,1,r1i1p1,FIO-ESM,RCP2.6,100,2050,2018,2069,100,19.410048964,-0.163767866304,100,2050,0.85,2053,0.15,-0.00402678355954,0.00341382728687,-0.00709422514709,-0.145673291326,-0.0141184436103,6.4856276469,-0.156407236296,2050,0.94,2049,0.06,0.97 ,":" , FIO , cn4 , 034 , FIO-ESM , 01 , 03401 , r1i1p1 , 1101 , RCP2.6 ,":" , 2050.0 , 0.003414 , 0.090600,*    , 0.09251 , -0.007094 , 0.070300,*    , 0.1799 , -0.145673 , 0.014200,**   , : , 0.023000,**  , 0.014200,**   , 0.000152,****,"Y"
181,r1i1p1_FIO-ESM_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_031.dat.final.csv,"[1861.0, 1916, 1970, 1986, 2009, 2018, 2050, 2069, 2100.0]",12,24,1,r1i1p1,FIO-ESM,RCP2.6,100,2069,2050,2100.0,100,34.0870720724,-0.341181998644,100,2069,1.0,0,0,-0.0112504485759,-0.00709422514709,-0.00509690523272,-0.195726320063,-0.023370232833,9.14429694137,-0.224251953346,2069,0.95,2068,0.02,0.92 ,":" , FIO , cn4 , 034 , FIO-ESM , 01 , 03401 , r1i1p1 , 1101 , RCP2.6 ,":" , 2069.0 , -0.007094 , 0.070300,*    , 0.1799 , -0.005097 , 0.033100,**   , 0.1472 , -0.195726 , 0.002140,***  , : , 0.683140,N/S , 0.002140,***  , 0.002881,*** ,"Y"
"Seq","Source","BreakSet","DatasetNo","SetNo","SetNoInData","Type","Model","Treat","%BreakSet","Year","Predecessor","Successor","%SegmentFound","Ti","Shift","%YearOverall","Modal Year","ModalValue","SecondModalYear","SecondModalValue","SegmentTrend","PreTrend",PostTrend","ShiftFromTrends","30YearTrend","15YrTi","15YearShift","30Yr Mode","30YrModePct","30YrMode2","30YrMode2%","Stability",":","ModelGroup","GroupCode","GroupNum","Model","GroupModNum","ModelNum","EnsembleCode","EnsembleNum","Scenario",":","Byear","slope1","Pr(slope1)","Sig(slope1)","Rsq(slope1)","slope2","Pr(slope2)","Sig(slope2)","Rsq(slope2)","non-trend-shift","Pr(non-trend-shift)","Sig(non-trend-shift)",":","PrTrends","sig(Trends)","Pr(shifts)","sig(shifts)",Pr(Regime)","sig(Regime)","Modal"
182,r1i1p1_GISS-E2-H_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_037.dat.final.csv,"[1861.0, 1905, 1917, 1932, 1972, 1994, 2001, 2013, 2023, 2042, 2075, 2100.0]",13,25,1,r1i1p1,GISS-E2-H,RCP2.6,48,1905,1861.0,1917,48,18.9641931275,0.137605387057,86,1892,0.57,1905,0.34,0.00385309664565,0.00183912714479,0.00309169585958,0.106274614999,0.00864525735926,7.31473674212,0.111743272015,1905,0.61,1907,0.31,0.69 ,":" , NASA-GISS , us5 , 135 , GISS-E2-H , 02 , 13502 , r1i1p1 , 1101 , RCP2.6 ,":" , 1905.0 , 0.001839 , 0.136000,N/S  , 0.05106 , 0.003092 , 0.418000,N/S  , 0.0665 , 0.106275 , 0.113000,N/S  , : , 0.879000,N/S , 0.113000,N/S  , 0.044880,**  ,"Y"
183,r1i1p1_GISS-E2-H_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_037.dat.final.csv,"[1861.0, 1905, 1917, 1932, 1972, 1994, 2001, 2013, 2023, 2042, 2075, 2100.0]",13,25,1,r1i1p1,GISS-E2-H,RCP2.6,48,1917,1905,1932,86,17.129705895,0.132380298611,86,1917,0.91,1916,0.07,0.00862081297884,0.00309169585958,0.00618586309964,0.0662502955919,0.0128379533999,8.96296633617,0.174883434046,1923,0.61,1917,0.23,0.71 ,":" , NASA-GISS , us5 , 135 , GISS-E2-H , 02 , 13502 , r1i1p1 , 1101 , RCP2.6 ,":" , 1917.0 , 0.003092 , 0.418000,N/S  , 0.0665 , 0.006186 , 0.045800,**   , 0.2727 , 0.06625 , 0.071100,*    , : , 0.515400,N/S , 0.071100,*    , 0.175000,N/S ,"Y"
184,r1i1p1_GISS-E2-H_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_037.dat.final.csv,"[1861.0, 1905, 1917, 1932, 1972, 1994, 2001, 2013, 2023, 2042, 2075, 2100.0]",13,25,1,r1i1p1,GISS-E2-H,RCP2.6,48,1932,1917,1972,86,28.2853904474,0.15959475064,100,1932,0.99,1931,0.01,0.00392883177084,0.00618586309964,0.000893832858351,0.0982335098148,0.00698044119841,6.84429758024,0.086029190669,1932,0.91,1931,0.09,0.85 ,":" , NASA-GISS , us5 , 135 , GISS-E2-H , 02 , 13502 , r1i1p1 , 1101 , RCP2.6 ,":" , 1932.0 , 0.006186 , 0.045800,**   , 0.2727 , 0.0008938 , 0.386000,N/S  , 0.01986 , 0.09823 , 0.018100,**   , : , 0.212900,N/S , 0.018100,**   , 0.000640,****,"Y"
185,r1i1p1_GISS-E2-H_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_037.dat.final.csv,"[1861.0, 1905, 1917, 1932, 1972, 1994, 2001, 2013, 2023, 2042, 2075, 2100.0]",13,25,1,r1i1p1,GISS-E2-H,RCP2.6,48,1972,1932,1994,100,31.8907643145,0.185482224581,100,1972,0.59,1970,0.26,0.00460644594811,0.000893832858351,0.00576156595638,0.101760641061,0.0184305514976,11.8058397121,0.174302191107,1970,0.98,1969,0.01,0.99 ,":" , NASA-GISS , us5 , 135 , GISS-E2-H , 02 , 13502 , r1i1p1 , 1101 , RCP2.6 ,":" , 1972.0 , 0.0008938 , 0.386000,N/S  , 0.01986 , 0.005762 , 0.104000,N/S  , 0.1266 , 0.101761 , 0.029300,**   , : , 0.117400,N/S , 0.029300,**   , 0.001810,*** ,"Y"
186,r1i1p1_GISS-E2-H_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_037.dat.final.csv,"[1861.0, 1905, 1917, 1932, 1972, 1994, 2001, 2013, 2023, 2042, 2075, 2100.0]",13,25,1,r1i1p1,GISS-E2-H,RCP2.6,48,1994,1972,2001,100,15.7026706403,0.243473553437,100,1994,0.94,1993,0.03,0.0119562848843,0.00576156595638,0.0182151785691,0.108972280338,0.0190351225381,6.90678245753,0.201026760643,1994,0.77,1995,0.11,0.74 ,":" , NASA-GISS , us5 , 135 , GISS-E2-H , 02 , 13502 , r1i1p1 , 1101 , RCP2.6 ,":" , 1994.0 , 0.005762 , 0.104000,N/S  , 0.1266 , 0.01821 , 0.023500,**   , 0.6746 , 0.10897 , 0.215000,N/S  , : , 0.483000,N/S , 0.215000,N/S  , 0.041030,**  ,"Y"
187,r1i1p1_GISS-E2-H_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_037.dat.final.csv,"[1861.0, 1905, 1917, 1932, 1972, 1994, 2001, 2013, 2023, 2042, 2075, 2100.0]",13,25,1,r1i1p1,GISS-E2-H,RCP2.6,48,2001,1994,2013,100,14.3980215268,0.23383619689,100,2001,0.93,2000,0.03,0.0218956871294,0.0182151785691,0.014961538476,0.0821762895203,0.026697855388,11.6292014981,0.229726483932,2001,0.61,2000,0.37,0.61 ,":" , NASA-GISS , us5 , 135 , GISS-E2-H , 02 , 13502 , r1i1p1 , 1101 , RCP2.6 ,":" , 2001.0 , 0.01821 , 0.023500,**   , 0.6746 , 0.01496 , 0.000613,**** , 0.7069 , 0.082176 , 0.020040,**   , : , 0.653769,N/S , 0.020040,**   , 0.032700,**  ,"Y"
188,r1i1p1_GISS-E2-H_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_037.dat.final.csv,"[1861.0, 1905, 1917, 1932, 1972, 1994, 2001, 2013, 2023, 2042, 2075, 2100.0]",13,25,1,r1i1p1,GISS-E2-H,RCP2.6,48,2013,2001,2023,100,17.3379850775,0.236064760735,100,2013,0.98,2012,0.01,0.0188196499143,0.014961538476,0.00481414138368,0.126702649722,0.0196625735282,12.5801845119,0.193189124406,2013,0.95,2014,0.05,0.93 ,":" , NASA-GISS , us5 , 135 , GISS-E2-H , 02 , 13502 , r1i1p1 , 1101 , RCP2.6 ,":" , 2013.0 , 0.01496 , 0.000613,**** , 0.7069 , 0.004814 , 0.372000,N/S  , 0.1005 , 0.126703 , 0.002370,***  , : , 0.090930,*   , 0.002370,***  , 0.006572,*** ,"Y"
189,r1i1p1_GISS-E2-H_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_037.dat.final.csv,"[1861.0, 1905, 1917, 1932, 1972, 1994, 2001, 2013, 2023, 2042, 2075, 2100.0]",13,25,1,r1i1p1,GISS-E2-H,RCP2.6,48,2023,2013,2042,100,20.0191209403,0.168645331543,100,2023,0.97,2024,0.03,0.00935079638027,0.00481414138368,0.00447282162895,0.102402270205,0.0135631494936,10.1244478193,0.136526008236,2023,0.87,2022,0.1,0.74 ,":" , NASA-GISS , us5 , 135 , GISS-E2-H , 02 , 13502 , r1i1p1 , 1101 , RCP2.6 ,":" , 2023.0 , 0.004814 , 0.372000,N/S  , 0.1005 , 0.004473 , 0.048900,**   , 0.2093 , 0.1024 , 0.010800,**   , : , 0.953400,N/S , 0.010800,**   , 0.018920,**  ,"Y"
190,r1i1p1_GISS-E2-H_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_037.dat.final.csv,"[1861.0, 1905, 1917, 1932, 1972, 1994, 2001, 2013, 2023, 2042, 2075, 2100.0]",13,25,1,r1i1p1,GISS-E2-H,RCP2.6,48,2042,2023,2075,100,29.5800772885,0.123265526518,100,2042,0.9,2041,0.1,0.00382411423426,0.00447282162895,0.00123687333462,0.0616575248058,0.00627177695689,7.11933483847,0.0775210798193,2042,0.91,2041,0.09,0.88 ,":" , NASA-GISS , us5 , 135 , GISS-E2-H , 02 , 13502 , r1i1p1 , 1101 , RCP2.6 ,":" , 2042.0 , 0.004473 , 0.048900,**   , 0.2093 , 0.001237 , 0.173000,N/S  , 0.05917 , 0.06166 , 0.031700,**   , : , 0.156000,N/S , 0.031700,**   , 0.006627,*** ,"Y"
191,r1i1p1_GISS-E2-H_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_037.dat.final.csv,"[1861.0, 1905, 1917, 1932, 1972, 1994, 2001, 2013, 2023, 2042, 2075, 2100.0]",13,25,1,r1i1p1,GISS-E2-H,RCP2.6,48,2075,2042,2100.0,100,25.6935193267,-0.0931645606455,100,2075,0.98,2085,0.02,-0.00236955176616,0.00123687333462,-0.00300386538872,-0.0736162789162,-0.00436908087748,5.48807822362,-0.0728606285497,2075,0.88,2074,0.12,0.86 ,":" , NASA-GISS , us5 , 135 , GISS-E2-H , 02 , 13502 , r1i1p1 , 1101 , RCP2.6 ,":" , 2075.0 , 0.001237 , 0.173000,N/S  , 0.05917 , -0.003004 , 0.047000,**   , 0.1608 , -0.073616 , 0.007800,***  , : , 0.013200,**  , 0.007800,***  , 0.000267,****,"Y"
192,r1i1p1_GISS-E2-H_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_037.dat.final.csv,"[1861.0, 1873, 1905, 1917, 1932, 1972, 1994, 2001, 2013, 2023, 2042, 2075, 2100.0]",13,26,2,r1i1p1,GISS-E2-H,RCP2.6,38,1873,1861.0,1905,38,6.09545583831,0.0872920646704,38,1892,0.77,1891,0.21,0.00183912714479,0.00372912087308,-0.000257691832756,0.0491043935885,0.0141800490263,10.7339231855,0.129579919199,1873,0.9,1874,0.08,0.81 ,":" , NASA-GISS , us5 , 135 , GISS-E2-H , 02 , 13502 , r1i1p1 , 1101 , RCP2.6 ,":" , 1873.0 , 0.003729 , 0.173000,N/S  , 0.1618 , -0.0002577 , 0.913000,N/S  , 0.0004067 , 0.0491 , 0.470000,N/S  , : , 0.625000,N/S , 0.470000,N/S  , 0.438200,N/S ,"N"
193,r1i1p1_GISS-E2-H_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_037.dat.final.csv,"[1861.0, 1873, 1905, 1917, 1932, 1972, 1994, 2001, 2013, 2023, 2042, 2075, 2100.0]",13,26,2,r1i1p1,GISS-E2-H,RCP2.6,38,1905,1873,1917,38,12.38432176,0.147649411804,86,1905,0.96,1907,0.02,0.00395234613929,-0.000257691832756,0.00309169585958,0.131308443445,0.00864525735926,7.31473674212,0.111743272015,1905,0.61,1907,0.31,0.69 ,":" , NASA-GISS , us5 , 135 , GISS-E2-H , 02 , 13502 , r1i1p1 , 1101 , RCP2.6 ,":" , 1905.0 , -0.0002577 , 0.913000,N/S  , 0.0004067 , 0.003092 , 0.418000,N/S  , 0.0665 , 0.131308 , 0.091900,*    , : , 0.719000,N/S , 0.091900,*    , 0.041090,**  ,"N"
194,r1i1p1_GISS-E2-H_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_037.dat.final.csv,"[1861.0, 1873, 1905, 1917, 1932, 1972, 1994, 2001, 2013, 2023, 2042, 2075, 2100.0]",13,26,2,r1i1p1,GISS-E2-H,RCP2.6,38,1917,1905,1932,86,17.129705895,0.132380298611,86,1917,0.91,1916,0.07,0.00862081297884,0.00309169585958,0.00618586309964,0.0662502955919,0.0128379533999,8.96296633617,0.174883434046,1923,0.61,1917,0.23,0.71 ,":" , NASA-GISS , us5 , 135 , GISS-E2-H , 02 , 13502 , r1i1p1 , 1101 , RCP2.6 ,":" , 1917.0 , 0.003092 , 0.418000,N/S  , 0.0665 , 0.006186 , 0.045800,**   , 0.2727 , 0.06625 , 0.071100,*    , : , 0.515400,N/S , 0.071100,*    , 0.175000,N/S ,"N"
195,r1i1p1_GISS-E2-H_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_037.dat.final.csv,"[1861.0, 1873, 1905, 1917, 1932, 1972, 1994, 2001, 2013, 2023, 2042, 2075, 2100.0]",13,26,2,r1i1p1,GISS-E2-H,RCP2.6,38,1932,1917,1972,86,28.2853904474,0.15959475064,100,1932,0.99,1931,0.01,0.00392883177084,0.00618586309964,0.000893832858351,0.0982335098148,0.00698044119841,6.84429758024,0.086029190669,1932,0.91,1931,0.09,0.85 ,":" , NASA-GISS , us5 , 135 , GISS-E2-H , 02 , 13502 , r1i1p1 , 1101 , RCP2.6 ,":" , 1932.0 , 0.006186 , 0.045800,**   , 0.2727 , 0.0008938 , 0.386000,N/S  , 0.01986 , 0.09823 , 0.018100,**   , : , 0.212900,N/S , 0.018100,**   , 0.000640,****,"N"
