"Seq","Source","BreakSet","DatasetNo","SetNo","SetNoInData","Type","Model","Treat","%BreakSet","Year","Predecessor","Successor","%SegmentFound","Ti","Shift","%YearOverall","Modal Year","ModalValue","SecondModalYear","SecondModalValue","SegmentTrend","PreTrend",PostTrend","ShiftFromTrends","30YearTrend","15YrTi","15YearShift","30Yr Mode","30YrModePct","30YrMode2","30YrMode2%","Stability",":","ModelGroup","GroupCode","GroupNum","Model","GroupModNum","ModelNum","EnsembleCode","EnsembleNum","Scenario",":","Byear","slope1","Pr(slope1)","Sig(slope1)","Rsq(slope1)","slope2","Pr(slope2)","Sig(slope2)","Rsq(slope2)","non-trend-shift","Pr(non-trend-shift)","Sig(non-trend-shift)",":","PrTrends","sig(Trends)","Pr(shifts)","sig(shifts)",Pr(Regime)","sig(Regime)","Modal"
17,r12i1p1_EC-EARTH_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_029.dat.final.csv,"[1861.0, 1883, 1915, 1977, 1997, 2008, 2027, 2037, 2100.0]",2,3,1,r12i1p1,EC-EARTH,RCP2.6,72,2027,2008,2037,72,17.7010165269,0.213304843892,100,2027,0.99,2016,0.01,0.0132260714299,0.0105647514677,0.00657787875696,0.0822582895753,0.0193985294058,11.6599795888,0.178897961924,2027,0.97,2028,0.01,0.98 ,":" , ICHEC , ie1 , 061 , EC-EARTH , 01 , 06101 , r12i1p1 , 1112 , RCP2.6 ,":" , 2027.0 , 0.01056 , 0.002490,***  , 0.4249 , 0.006578 , 0.257000,N/S  , 0.1573 , 0.082258 , 0.132000,N/S  , : , 0.606000,N/S , 0.132000,N/S  , 0.295500,N/S ,"Y"
18,r12i1p1_EC-EARTH_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_029.dat.final.csv,"[1861.0, 1883, 1915, 1977, 1997, 2008, 2027, 2037, 2100.0]",2,3,1,r12i1p1,EC-EARTH,RCP2.6,72,2037,2027,2100.0,100,23.3360853817,0.171396430208,100,2037,0.71,2041,0.2,0.00115851459596,0.00657787875696,-0.000800777646603,0.166465382666,0.0112790931454,9.77876153707,0.106755676696,2037,1.0,0,0,0.53 ,":" , ICHEC , ie1 , 061 , EC-EARTH , 01 , 06101 , r12i1p1 , 1112 , RCP2.6 ,":" , 2037.0 , 0.006578 , 0.257000,N/S  , 0.1573 , -0.0008008 , 0.204000,N/S  , 0.02635 , 0.1665 , 0.003600,***  , : , 0.440400,N/S , 0.003600,***  , 0.000004,****,"Y"
19,r12i1p1_EC-EARTH_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_029.dat.final.csv,"[1861.0, 1883, 1915, 1977, 1999, 2012, 2027, 2037, 2100.0]",2,4,2,r12i1p1,EC-EARTH,RCP2.6,28,1883,1861.0,1915,100,19.4183911147,-0.136257252536,100,1883,1.0,0,0,-0.00248133958707,0.00567660572542,0.00364815493871,-0.258746617111,-0.023174007341,12.6454551775,-0.267756868358,1883,1.0,0,0,1.0 ,":" , ICHEC , ie1 , 061 , EC-EARTH , 01 , 06101 , r12i1p1 , 1112 , RCP2.6 ,":" , 1883.0 , 0.005677 , 0.016000,**   , 0.2462 , 0.003648 , 0.056200,*    , 0.1162 , -0.2587 , 0.000001,**** , : , 0.523800,N/S , 0.000001,**** , 0.000005,****,"N"
20,r12i1p1_EC-EARTH_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_029.dat.final.csv,"[1861.0, 1883, 1915, 1977, 1999, 2012, 2027, 2037, 2100.0]",2,4,2,r12i1p1,EC-EARTH,RCP2.6,28,1915,1883,1977,100,78.1253694889,0.44106289111,100,1915,1.0,0,0,0.00726864092343,0.00364815493871,0.00279893816273,0.296333400487,0.0237751960645,10.3031936821,0.264385077479,1915,0.98,1914,0.02,0.98 ,":" , ICHEC , ie1 , 061 , EC-EARTH , 01 , 06101 , r12i1p1 , 1112 , RCP2.6 ,":" , 1915.0 , 0.003648 , 0.056200,*    , 0.1162 , 0.002799 , 0.000001,**** , 0.3314 , 0.2963 , 0.000000,**** , : , 0.609000,N/S , 0.000000,**** , 0.000000,****,"N"
21,r12i1p1_EC-EARTH_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_029.dat.final.csv,"[1861.0, 1883, 1915, 1977, 1999, 2012, 2027, 2037, 2100.0]",2,4,2,r12i1p1,EC-EARTH,RCP2.6,28,1977,1915,1999,28,64.1667824109,0.391449602758,100,1977,1.0,0,0,0.00669450288527,0.00279893816273,0.00950381140048,0.196274160965,0.0241095955922,10.728233542,0.235888564237,1977,0.92,1976,0.08,0.93 ,":" , ICHEC , ie1 , 061 , EC-EARTH , 01 , 06101 , r12i1p1 , 1112 , RCP2.6 ,":" , 1977.0 , 0.002799 , 0.000001,**** , 0.3314 , 0.009504 , 0.007300,***  , 0.3083 , 0.196274 , 0.000004,**** , : , 0.014998,**  , 0.000004,**** , 0.000000,****,"N"
22,r12i1p1_EC-EARTH_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_029.dat.final.csv,"[1861.0, 1883, 1915, 1977, 1999, 2012, 2027, 2037, 2100.0]",2,4,2,r12i1p1,EC-EARTH,RCP2.6,28,1999,1977,2012,28,27.0447556772,0.423048733823,28,1999,0.68,1997,0.24,0.0202454948616,0.00950381140048,0.0188081501995,0.191194245863,0.0363917891977,11.7246157864,0.339744841001,1997,0.75,1999,0.14,0.5 ,":" , ICHEC , ie1 , 061 , EC-EARTH , 01 , 06101 , r12i1p1 , 1112 , RCP2.6 ,":" , 1999.0 , 0.009504 , 0.007300,***  , 0.3083 , 0.01881 , 0.003430,***  , 0.5561 , 0.191194 , 0.004270,***  , : , 0.194890,N/S , 0.004270,***  , 0.000625,****,"N"
23,r12i1p1_EC-EARTH_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_029.dat.final.csv,"[1861.0, 1883, 1915, 1977, 1999, 2012, 2027, 2037, 2100.0]",2,4,2,r12i1p1,EC-EARTH,RCP2.6,28,2012,1999,2027,28,21.2800735503,0.288368864867,28,2012,0.91,2008,0.05,0.0177768062428,0.0188081501995,0.00320377976412,0.150321715464,0.0284679044312,10.6554974755,0.2464287556,2012,0.89,2011,0.05,0.74 ,":" , ICHEC , ie1 , 061 , EC-EARTH , 01 , 06101 , r12i1p1 , 1112 , RCP2.6 ,":" , 2012.0 , 0.01881 , 0.003430,***  , 0.5561 , 0.003204 , 0.329000,N/S  , 0.07343 , 0.150322 , 0.003050,***  , : , 0.012180,**  , 0.003050,***  , 0.000824,****,"N"
24,r12i1p1_EC-EARTH_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_029.dat.final.csv,"[1861.0, 1883, 1915, 1977, 1999, 2012, 2027, 2037, 2100.0]",2,4,2,r12i1p1,EC-EARTH,RCP2.6,28,2027,2012,2037,28,17.9924054753,0.177179116139,100,2027,0.99,2028,0.01,0.0113144423063,0.00320377976412,0.00657787875696,0.118315764021,0.0193985294058,11.6599795888,0.178897961924,2027,0.97,2028,0.01,0.98 ,":" , ICHEC , ie1 , 061 , EC-EARTH , 01 , 06101 , r12i1p1 , 1112 , RCP2.6 ,":" , 2027.0 , 0.003204 , 0.329000,N/S  , 0.07343 , 0.006578 , 0.257000,N/S  , 0.1573 , 0.118316 , 0.012300,**   , : , 0.605500,N/S , 0.012300,**   , 0.013930,**  ,"N"
25,r12i1p1_EC-EARTH_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_029.dat.final.csv,"[1861.0, 1883, 1915, 1977, 1999, 2012, 2027, 2037, 2100.0]",2,4,2,r12i1p1,EC-EARTH,RCP2.6,28,2037,2027,2100.0,100,23.3360853817,0.171396430208,100,2037,0.71,2041,0.2,0.00115851459596,0.00657787875696,-0.000800777646603,0.166465382666,0.0112790931454,9.77876153707,0.106755676696,2037,1.0,0,0,0.53 ,":" , ICHEC , ie1 , 061 , EC-EARTH , 01 , 06101 , r12i1p1 , 1112 , RCP2.6 ,":" , 2037.0 , 0.006578 , 0.257000,N/S  , 0.1573 , -0.0008008 , 0.204000,N/S  , 0.02635 , 0.1665 , 0.003600,***  , : , 0.440400,N/S , 0.003600,***  , 0.000004,****,"N"
"Seq","Source","BreakSet","DatasetNo","SetNo","SetNoInData","Type","Model","Treat","%BreakSet","Year","Predecessor","Successor","%SegmentFound","Ti","Shift","%YearOverall","Modal Year","ModalValue","SecondModalYear","SecondModalValue","SegmentTrend","PreTrend",PostTrend","ShiftFromTrends","30YearTrend","15YrTi","15YearShift","30Yr Mode","30YrModePct","30YrMode2","30YrMode2%","Stability",":","ModelGroup","GroupCode","GroupNum","Model","GroupModNum","ModelNum","EnsembleCode","EnsembleNum","Scenario",":","Byear","slope1","Pr(slope1)","Sig(slope1)","Rsq(slope1)","slope2","Pr(slope2)","Sig(slope2)","Rsq(slope2)","non-trend-shift","Pr(non-trend-shift)","Sig(non-trend-shift)",":","PrTrends","sig(Trends)","Pr(shifts)","sig(shifts)",Pr(Regime)","sig(Regime)","Modal"
26,r1i1p1_bcc-csm1-1_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_000.dat.final.csv,"[1861.0, 1919, 1973, 1985, 1995, 2007, 2025, 2095, 2100.0]",3,5,1,r1i1p1,bcc-csm1-1,RCP2.6,100,1919,1861.0,1973,100,57.264745443,0.244109365763,100,1919,1.0,0,0,0.0030070036825,-0.00155400155748,-1.72409643303e-05,0.289327486018,0.0275329044089,8.74390684561,0.222606001244,1919,0.55,1918,0.13,0.31 ,":" , BCC , cn2 , 032 , bcc-csm1-1 , 02 , 03202 , r1i1p1 , 1101 , RCP2.6 ,":" , 1919.0 , -0.001554 , 0.170000,N/S  , 0.03271 , -1.724e-05 , 0.981000,N/S  , 1.137e-05 , 0.2893 , 0.000000,**** , : , 0.271000,N/S , 0.000000,**** , 0.000000,****,"Y"
27,r1i1p1_bcc-csm1-1_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_000.dat.final.csv,"[1861.0, 1919, 1973, 1985, 1995, 2007, 2025, 2095, 2100.0]",3,5,1,r1i1p1,bcc-csm1-1,RCP2.6,100,1973,1919,1985,100,36.067659871,0.234126880219,100,1973,1.0,0,0,0.00324786695766,-1.72409643303e-05,0.0148170746012,0.138410869749,0.0235748774646,10.4950601865,0.212282699871,1973,0.71,1972,0.28,0.55 ,":" , BCC , cn2 , 032 , bcc-csm1-1 , 02 , 03202 , r1i1p1 , 1101 , RCP2.6 ,":" , 1973.0 , -1.724e-05 , 0.981000,N/S  , 1.137e-05 , 0.01482 , 0.039000,**   , 0.3604 , 0.138411 , 0.012600,**   , : , 0.031500,**  , 0.012600,**   , 0.000000,****,"Y"
28,r1i1p1_bcc-csm1-1_RCP2.6_icmip5_tas_Amon_ens_rcp26_0-360E_-90-90N_n_000.dat.final.csv,"[1861.0, 1919, 1973, 1985, 1995, 2007, 2025, 2095, 2100.0]",3,5,1,r1i1p1,bcc-csm1-1,RCP2.6,100,1985,1973,1995,100,16.0537454121,0.355868739203,100,1985,0.99,1984,0.01,0.0260724449487,0.0148170746012,-0.00480575754787,0.30101747839,0.0338158455732,10.6950295179,0.335576047083,1985,1.0,0,0,1.0 ,":" , BCC , cn2 , 032 , bcc-csm1-1 , 02 , 03202 , r1i1p1 , 1101 , RCP2.6 ,":" , 1985.0 , 0.01482 , 0.039000,**   , 0.3604 , -0.004806 , 0.731000,N/S  , 0.01558 , 0.301017 , 0.002630,***  , : , 0.168430,N/S , 0.002630,***  , 0.008509,*** ,"Y"
