Row,Seq,Type,Model,PctBreakSet,Year,ChangeYear,Predecessor,Successor,Ti,Shift,SegmentTrend,PreTrend,PostTrend,ShiftFromTrends,30YearTrend,slope1,Pr_slope1_,Sig_slope1_,Rsq_slope1_,slope2,Pr_slope2_,Sig_slope2_,Rsq_slope2_,non-trend-shift,Pr_non-trend-shift_,Sig_non-trend-shift_,PrTrends,sig_Trends_,Pr_shifts_,sig_shifts_,Pr_Regime_,sig_Regime_,PostShLen,PreShLen,is96-98,ECS,is96-2005,is2006-15,is2016-25,is2026-35,is2036-45,is2046-55,is2056-65,is2066-75,is2076-85,is2086-95,FollowingShift,ShTrend/Sfift,isPre2006,DeltaSh
2187,2116,r3i1p1,MPI-ESM-LR,93,2037,2038,2023,2046,15.13491134,0.270177146,0.0171024,0.006378262,-0.018626486,0.321104886,0.019376294,0.006378,0.274,N/S  ,0.09877,-0.01863,0.185,N/S  ,0.2362,0.3211,0.000675,**** ,0.06896,*   ,0.000675,**** ,0.00264,*** ,9,14,FALSE,3.6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.276337348,1.188497587,FALSE,-0.05092774
351,338,r1i1p1,CNRM-CM5,72,2037,2038,2024,2050,18.79375296,0.330735236,0.023584625,0.020373626,0.015917912,0.096361896,0.023259317,0.020374,0.00505,***  ,0.5256,0.015918,0.00792,***  ,0.4878,0.096362,0.10713,N/S  ,0.56525,N/S ,0.10713,N/S  ,0.2402,N/S ,13,13,FALSE,3.2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.262859935,0.291356606,FALSE,0.23437334
1385,1340,r2i1p1,CCSM4,50,2037,2038,2021,2051,21.1592728,0.298022773,0.016138418,0.004329364,0.006025632,0.220804309,0.031686027,0.004329,0.408,N/S  ,0.04939,0.006026,0.352,N/S  ,0.07259,0.220804,0.00371,***  ,0.83423,N/S ,0.00371,***  ,0.01109,**  ,14,16,FALSE,2.9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.244219213,0.740897438,FALSE,0.077218464
1029,991,r1i1p1,NorESM1-M,43,2037,2038,2022,2056,25.83038606,0.355134007,0.017961563,0.016959842,0.008055408,0.147666511,0.031375332,0.01696,0.00514,***  ,0.4646,0.008055,0.0108,**   ,0.325,0.147667,0.00754,***  ,0.11515,N/S ,0.00754,***  ,0.005372,*** ,19,15,FALSE,2.8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.238042179,0.415805043,FALSE,0.207467496
1010,973,r1i1p1,MRI-CGCM3,100,2037,2038,2020,2046,14.50189792,0.185274325,0.013093428,0.011225433,0.007944722,0.054688328,0.012190912,0.011225,0.00273,***  ,0.4608,0.007945,0.368,N/S  ,0.1169,0.054688,0.329,N/S  ,0.712,N/S ,0.329,N/S  ,0.6037,N/S ,9,17,FALSE,2.6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.305115766,0.295174887,FALSE,0.130585997
1812,1755,r2i1p2,GISS-E2-H,61,2037,2038,2028,2049,15.45692519,0.237192256,0.020818312,0.016627819,0.015716474,0.068090435,0.024126779,0.016628,0.0394,**   ,0.4769,0.015716,0.000283,**** ,0.7477,0.0680904,0.08027,*    ,0.8897,N/S ,0.08027,*    ,0.1911,N/S ,12,9,FALSE,2.3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.22101133,0.287068542,FALSE,0.169101821
2462,2381,r4i1p1,GISS-E2-R,100,2037,2038,2028,2048,16.08879057,0.145463225,0.012199211,0.002205222,0.007234735,0.092908909,0.013383885,0.002205,0.591,N/S  ,0.04331,0.007235,0.0151,**   ,0.4987,0.092909,0.00169,***  ,0.27372,N/S ,0.00169,***  ,0.005228,*** ,11,9,FALSE,2.1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.178154985,0.638710636,FALSE,0.052554316
2679,2592,r4i1p3,GISS-E2-R,100,2037,2038,2023,2046,16.21915001,0.174616876,0.012708862,0.007785364,0.001558278,0.116154556,0.013340923,0.007785,0.0342,**   ,0.3224,0.001558,0.809,N/S  ,0.008925,0.116155,0.0145,**   ,0.3898,N/S ,0.0145,**   ,0.04528,**  ,9,14,FALSE,2.1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.206135251,0.665196622,FALSE,0.05846232
1686,1634,r2i1p1,HadGEM2-ES,40,2038,2039,2027,2049,17.36309053,0.507622139,0.042527704,0.030549076,0.032761735,0.158024591,0.049079415,0.030549,0.000688,**** ,0.7393,0.032762,0.000462,**** ,0.7609,0.158025,0.00984,***  ,0.79999,N/S ,0.00984,***  ,0.03013,**  ,11,11,FALSE,4.6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.357721958,0.311303584,FALSE,0.349597548
1512,1465,r2i1p1,CSIRO-Mk3-6-0,48,2038,2039,2029,2052,18.21570471,0.439112518,0.030434532,0.029279514,0.005811733,0.279306754,0.047607435,0.02928,0.0068,***  ,0.6724,0.005812,0.418,N/S  ,0.0554,0.279307,0.00155,***  ,0.09038,*   ,0.00155,***  ,0.00064,****,14,9,FALSE,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.260168863,0.636071035,FALSE,0.159805764
3231,3126,r9i1p1,CSIRO-Mk3-6-0,70,2038,2039,2027,2047,13.84009885,0.361029571,0.032005716,0.031761818,0.000618542,0.196742418,0.03371429,0.03176,0.00102,***  ,0.7165,0.0006185,0.966,N/S  ,0.0002765,0.1967424,0.0288,**   ,0.0446,**  ,0.0288,**   ,0.0344,**  ,9,11,FALSE,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.246383534,0.544948209,FALSE,0.164287153
1788,1733,r2i1p1,MPI-ESM-LR,75,2038,2039,2023,2050,16.24985243,0.348304926,0.02171847,0.014937613,0.001218304,0.234385564,0.021167436,0.014938,0.0421,**   ,0.281,0.001218,0.93,N/S  ,0.0008101,0.234386,0.0383,**   ,0.3345,N/S ,0.0383,**   ,0.1029,N/S ,12,15,FALSE,3.6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.309189847,0.672932096,FALSE,0.113919362
1974,1914,r2i1p3,GISS-E2-R,87,2038,2039,2025,2046,15.89237464,0.182883098,0.01477068,0.008082303,0.009489048,0.091572855,0.017621956,0.008082,0.0239,**   ,0.384,0.009489,0.126,N/S  ,0.3451,0.091573,0.0238,**   ,0.8368,N/S ,0.0238,**   ,0.03196,**  ,8,13,FALSE,2.1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.204464584,0.500717978,FALSE,0.091310243
619,597,r1i1p1,GISS-E2-H-CC,56,2038,2039,2024,2048,15.77726651,0.21172657,0.016352718,0.015541125,0.006954424,0.070680214,0.014975515,0.015541,0.000233,**** ,0.6902,0.006954,0.375,N/S  ,0.09955,0.07068,0.147,N/S  ,0.24,N/S ,0.147,N/S  ,0.2686,N/S ,10,14,FALSE,2.2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.237244676,0.333827795,FALSE,0.141046356
750,725,r1i1p1,HadGEM2-AO,76,2039,2040,2030,2052,14.06961272,0.251324354,0.022106033,0.021506708,0.019632253,0.028024662,0.022984174,0.02151,0.0203,**   ,0.5604,0.019632,0.00193,***  ,0.5979,0.028025,0.601109,N/S  ,0.84107,N/S ,0.601109,N/S  ,0.8236,N/S ,13,9,FALSE,4.6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.444067989,0.111507944,FALSE,0.223299692
1495,1449,r2i1p1,CESM1-CAM5,48,2039,2040,2029,2047,12.15425735,0.237424914,0.023695957,0.021401596,0.00484378,0.11968633,0.024935783,0.021402,0.0178,**   ,0.5251,0.004844,0.663,N/S  ,0.03371,0.119686,0.0876,*    ,0.2119,N/S ,0.0876,*    ,0.1692,N/S ,8,10,FALSE,4.1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.176619558,0.504101815,FALSE,0.117738584
1000,964,r1i1p1,MPI-ESM-MR,100,2039,2040,2021,2048,20.93957904,0.338717226,0.021172967,0.011889678,0.025853708,0.10756484,0.030404602,0.01189,0.00018,**** ,0.5945,0.02585,0.000702,**** ,0.825,0.107565,0.017312,**   ,0.04863,**  ,0.017312,**   ,0.000227,****,9,18,FALSE,3.4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.32035165,0.317565307,FALSE,0.231152386
1066,1027,r1i1p1,NorESM1-ME,49,2039,2040,2026,2049,16.00164103,0.264829946,0.020675422,0.012828993,0.017521601,0.090397514,0.02739963,0.012829,0.0192,**   ,0.406,0.017522,0.0761,*    ,0.3413,0.090398,0.1493,N/S  ,0.6186,N/S ,0.1493,N/S  ,0.2235,N/S ,10,13,FALSE,2.8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.286647591,0.341341738,FALSE,0.174432432
1325,1281,r2i1p1,CanESM2,53,2040,2041,2025,2057,27.32735746,0.572264431,0.029365179,0.02250233,0.00225489,0.393856827,0.050806453,0.022502,0.00257,***  ,0.5157,0.002255,0.537,N/S  ,0.02595,0.393857,0.000001,**** ,0.00554,*** ,0.000001,**** ,0,****,17,15,FALSE,3.7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.300668257,0.688242717,FALSE,0.178407604
2008,1946,r3i1p1,CCSM4,100,2040,2041,2023,2055,25.55777272,0.338534791,0.018707825,0.01089886,0.012158238,0.154240507,0.029978241,0.010899,0.000937,**** ,0.5291,0.012158,0.011,**   ,0.4033,0.154241,0.00144,***  ,0.79234,N/S ,0.00144,***  ,0.004468,*** ,15,17,FALSE,2.9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.20113284,0.455611982,FALSE,0.184294284
546,526,r1i1p1,GFDL-ESM2M,100,2040,2041,2027,2059,15.86041329,0.191418068,0.010189689,0.001685334,0.006817798,0.112840349,0.014645663,0.001685,0.795,N/S  ,0.0064,0.006818,0.113,N/S  ,0.1409,0.11284,0.0979,*    ,0.5218,N/S ,0.0979,*    ,0.2427,N/S ,19,13,FALSE,2.4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.273148173,0.589496855,FALSE,0.078577719
794,767,r1i1p1,HadGEM2-ES,52,2041,2042,2029,2055,21.51395533,0.485186383,0.032866243,0.023644272,0.017144253,0.226915464,0.044132031,0.023644,0.00202,***  ,0.6313,0.01714,0.00171,***  ,0.5733,0.226915,0.000241,**** ,0.367597,N/S ,0.000241,**** ,0.000696,****,14,12,FALSE,4.6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.439492162,0.467687206,FALSE,0.258270919
6,6,r10i1p1,CSIRO-Mk3-6-0,100,2041,2042,2025,2062,30.24202174,0.554426501,0.02574224,0.008892505,0.016127628,0.310301381,0.040452707,0.008893,0.0337,**   ,0.2835,0.016128,0.000699,**** ,0.4621,0.310301,0.000022,**** ,0.253,N/S ,0.000022,**** ,0.000106,****,21,16,FALSE,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.36849509,0.559679922,FALSE,0.24412512
3113,3010,r8i1p1,CSIRO-Mk3-6-0,98,2041,2042,2023,2053,22.1969954,0.41701184,0.023629456,0.009043034,0.026978954,0.163214181,0.032281404,0.009043,0.0546,*    ,0.2118,0.026979,0.00804,***  ,0.521,0.163214,0.03614,**   ,0.06216,*   ,0.03614,**   ,0.003624,*** ,12,18,FALSE,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.462298154,0.391389801,FALSE,0.253797659
1768,1714,r2i1p1,MIROC5,100,2041,2042,2031,2062,16.34083555,0.333688817,0.01863715,0.001499889,0.014440053,0.16752944,0.025156455,0.0015,0.937,N/S  ,0.0008441,0.01444,0.0026,***  ,0.3871,0.167529,0.09973,*    ,0.40657,N/S ,0.09973,*    ,0.2513,N/S ,21,10,FALSE,2.7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.377976753,0.502052905,FALSE,0.166159377
2171,2101,r3i1p1,MIROC5,100,2041,2042,2023,2070,22.83991105,0.441941637,0.016550254,0.016482101,0.009682993,0.15712676,0.033089596,0.016482,0.115,N/S  ,0.1479,0.009683,0.0408,**   ,0.146,0.157127,0.2098,N/S  ,0.5226,N/S ,0.2098,N/S  ,0.2423,N/S ,29,18,FALSE,2.7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.35535381,0.355537353,FALSE,0.284814877
289,279,r1i1p1,CESM1-CAM5,95,2042,2043,2028,2053,14.72292775,0.301883378,0.022759259,0.023561332,0.009778917,0.088842169,0.021807554,0.023561,0.00297,***  ,0.5345,0.009779,0.374,N/S  ,0.08866,0.088842,0.301,N/S  ,0.257,N/S ,0.301,N/S  ,0.393,N/S ,11,14,FALSE,4.1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.271421903,0.294293013,FALSE,0.213041209
3095,2993,r7i1p1,CSIRO-Mk3-6-0,64,2042,2043,2021,2053,22.86190374,0.387060106,0.020155473,0.012138947,0.009104409,0.21043997,0.02958835,0.012139,0.00362,***  ,0.3667,0.009104,0.268,N/S  ,0.1343,0.21044,0.00794,***  ,0.75723,N/S ,0.00794,***  ,0.01309,**  ,11,21,FALSE,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.300785494,0.543688091,FALSE,0.176620136
1998,1937,r3i1p1,CanESM2,100,2042,2043,2032,2057,19.42810827,0.410463883,0.026642684,0.018379985,0.008174973,0.262958921,0.041282164,0.01838,0.125,N/S  ,0.2686,0.008175,0.16,N/S  ,0.1459,0.262959,0.00215,***  ,0.3958,N/S ,0.00215,***  ,0.002938,*** ,15,10,FALSE,3.7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.369042655,0.64063839,FALSE,0.147504962
253,245,r1i1p1,CCSM4,88,2042,2043,2030,2059,19.90553088,0.241748392,0.01386581,0.015825414,0.003105882,0.126353958,0.023460294,0.015825,0.0168,**   ,0.4508,0.003106,0.411,N/S  ,0.04548,0.126354,0.0246,**   ,0.0774,*   ,0.0246,**   ,0.008171,*** ,17,12,FALSE,2.9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.321116297,0.522667212,FALSE,0.115394434
2760,2671,r5i1p1,CCSM4,87,2042,2043,2025,2057,22.34964161,0.36354961,0.020578947,0.016022143,0.011941283,0.139106516,0.027092654,0.016022,0.00515,***  ,0.4164,0.011941,0.0545,*    ,0.2556,0.139107,0.0544,*    ,0.5917,N/S ,0.0544,*    ,0.1489,N/S ,15,17,FALSE,2.9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.273401373,0.382634205,FALSE,0.224443094
2080,2014,r3i1p1,GISS-E2-H,100,2042,2043,2031,2050,12.96356307,0.207255944,0.020180885,0.01615872,0.014523016,0.061027338,0.020745911,0.016159,0.0193,**   ,0.473,0.014523,0.0275,**   ,0.583,0.061027,0.2287,N/S  ,0.8608,N/S ,0.2287,N/S  ,0.4561,N/S ,8,11,FALSE,2.3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.169513395,0.294453982,FALSE,0.146228606
2101,2034,r3i1p1,GISS-E2-R,85,2042,2043,2033,2056,14.66329586,0.132517323,0.009764761,0.010678069,0.004136476,0.05801345,0.011860126,0.010678,0.0602,*    ,0.4172,0.004136,0.213,N/S  ,0.1259,0.058013,0.13,N/S  ,0.317,N/S ,0.13,N/S  ,0.1156,N/S ,14,9,FALSE,2.1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.085092045,0.437780123,FALSE,0.074503873
2513,2429,r4i1p2,GISS-E2-H,87,2043,2044,2030,2055,18.32358224,0.258514956,0.019498614,0.013502587,0.018489764,0.058373977,0.020487913,0.0135,0.00182,***  ,0.602,0.01849,0.0011,***  ,0.6721,0.058374,0.136954,N/S  ,0.35008,N/S ,0.136954,N/S  ,0.1755,N/S ,12,13,FALSE,2.3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.189185762,0.225805028,FALSE,0.200140979
2814,2721,r5i1p2,GISS-E2-H,55,2043,2044,2033,2052,13.686086,0.239572836,0.02382513,0.019907172,0.020668764,0.044804056,0.025444049,0.019907,0.00406,***  ,0.6644,0.020669,0.00344,***  ,0.7281,0.0448041,0.26826,N/S  ,0.91571,N/S ,0.26826,N/S  ,0.5062,N/S ,9,10,FALSE,2.3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.16682498,0.187016428,FALSE,0.19476878
761,735,r1i1p1,HadGEM2-CC,95,2044,2045,2034,2057,18.13334712,0.341969412,0.025309222,0.013570727,0.012624185,0.192035445,0.029648708,0.013571,0.127,N/S  ,0.2661,0.012624,0.0327,**   ,0.3516,0.1920354,0.00413,***  ,0.92089,N/S ,0.00413,***  ,0.01323,**  ,13,10,FALSE,4.6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.3497641,0.561557374,FALSE,0.149933967
205,199,r1i1p1,BNU-ESM,100,2044,2045,2021,2057,23.36025793,0.446971118,0.021309096,0.015430155,0.001397706,0.268083956,0.039809088,0.01543,0.00156,***  ,0.3858,0.001398,0.892,N/S  ,0.001748,0.268084,0.00915,***  ,0.20725,N/S ,0.00915,***  ,0.03173,**  ,13,23,FALSE,4.1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.382043133,0.599779147,FALSE,0.178887162
2131,2062,r3i1p1,IPSL-CM5A-LR,76,2044,2045,2031,2054,16.35163118,0.328644987,0.024909934,0.0139575,0.015937768,0.157116086,0.030371735,0.013957,0.0826,*    ,0.249,0.015938,0.107,N/S  ,0.2912,0.15712,0.0598,*    ,0.8717,N/S ,0.0598,*    ,0.1261,N/S ,10,13,FALSE,4.1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.26181481,0.478072364,FALSE,0.171528901
2050,1986,r3i1p1,CSIRO-Mk3-6-0,100,2044,2045,2033,2056,15.08722127,0.250074152,0.01672016,0.011506621,-0.00604549,0.232059217,0.02223663,0.011507,0.226,N/S  ,0.1579,-0.006045,0.398,N/S  ,0.0723,0.232059,0.00487,***  ,0.12928,N/S ,0.00487,***  ,0.007822,*** ,12,11,FALSE,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.20916703,0.927961627,FALSE,0.018014935
2959,2862,r6i1p1,CCSM4,59,2044,2045,2028,2065,24.35906681,0.291010581,0.014358612,0.020257509,0.006582432,0.064998828,0.016575985,0.020258,0.000316,**** ,0.6161,0.006582,0.0265,**   ,0.2333,0.064999,0.2094,N/S  ,0.0103,**  ,0.2094,N/S  ,0.009865,*** ,21,16,FALSE,2.9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.169703583,0.223355549,FALSE,0.226011753
1565,1515,r2i1p1,GISS-E2-H,85,2044,2045,2034,2054,13.81330209,0.150864341,0.013538374,0.013883899,0.003388399,0.070447343,0.016105574,0.013884,0.00272,***  ,0.6951,0.003388,0.537,N/S  ,0.04943,0.070447,0.0664,*    ,0.1087,N/S ,0.0664,*    ,0.07188,*   ,10,10,FALSE,2.3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.164079836,0.466958212,FALSE,0.080416998
1941,1882,r2i1p3,GISS-E2-H,97,2044,2045,2033,2058,19.14412755,0.258416618,0.019227789,0.017006205,0.014041683,0.068499995,0.020385085,0.017006,0.00313,***  ,0.6395,0.014042,0.000007,**** ,0.8262,0.0685,0.027,**   ,0.487,N/S ,0.027,**   ,0.05402,*   ,14,11,FALSE,2.3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.303962345,0.265075813,FALSE,0.189916623
2335,2260,r3i1p3,GISS-E2-H,43,2044,2045,2034,2058,17.83907888,0.2733125,0.020149452,0.01885704,0.011106804,0.104547514,0.023394428,0.018857,0.0243,**   ,0.4895,0.011107,0.0107,**   ,0.4312,0.104548,0.03921,**   ,0.31201,N/S ,0.03921,**   ,0.04632,**  ,14,10,FALSE,2.3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.176795538,0.38252006,FALSE,0.168764986
2452,2372,r4i1p1,GISS-E2-H,100,2044,2045,2034,2058,19.76839242,0.221555946,0.015645678,0.013891556,0.005936154,0.114338299,0.023128511,0.013892,0.011,**   ,0.5754,0.005936,0.0114,**   ,0.4261,0.114338,0.000463,**** ,0.080093,*   ,0.000463,**** ,0.000294,****,14,10,FALSE,2.3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.097273247,0.516069648,FALSE,0.107217647
959,926,r1i1p1,MIROC-ESM,100,2045,2046,2033,2057,17.87708495,0.271522967,0.019408192,0.015586871,0.003764432,0.16136153,0.027886499,0.01559,0.00641,***  ,0.541,0.003764,0.568,N/S  ,0.03369,0.161362,0.00756,***  ,0.14654,N/S ,0.00756,***  ,0.01463,**  ,12,12,FALSE,4.7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.411499055,0.594283172,FALSE,0.110161437
2112,2044,r3i1p1,HadGEM2-ES,100,2045,2046,2026,2077,40.09624737,0.698628263,0.02461662,0.02407548,0.016932748,0.20162143,0.032203245,0.024075,0,**** ,0.7844,0.016933,0,**** ,0.7737,0.201621,0.00009,**** ,0.0662,*   ,0.00009,**** ,0.000005,****,32,19,FALSE,4.6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.434020118,0.288596154,FALSE,0.497006833
2482,2400,r4i1p1,HadGEM2-ES,94,2045,2046,2037,2052,12.42168472,0.284217022,0.030613003,0.009140159,0.008880268,0.216027897,0.032147287,0.00914,0.309,N/S  ,0.1706,0.00888,0.414,N/S  ,0.1369,0.2160279,0.0028,***  ,0.9843,N/S ,0.0028,***  ,0.008055,*** ,7,8,FALSE,4.6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.273218254,0.760080784,FALSE,0.068189125
2029,1966,r3i1p1,CESM1-CAM5,40,2045,2046,2034,2054,11.92991955,0.228895589,0.017342707,0.008419864,-0.011443958,0.243269009,0.018058838,0.00842,0.309,N/S  ,0.1142,-0.01144,0.429,N/S  ,0.09137,0.24327,0.0118,**   ,0.2023,N/S ,0.0118,**   ,0.03352,**  ,9,11,FALSE,4.1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.245224063,1.062794657,FALSE,-0.01437342
2503,2420,r4i1p1,IPSL-CM5A-LR,99,2045,2046,2033,2056,17.88562088,0.36791308,0.028859433,0.024234615,0.012932667,0.157562138,0.03211601,0.024235,0.0028,***  ,0.6075,0.012933,0.0155,**   ,0.496,0.157562,0.00719,***  ,0.16669,N/S ,0.00719,***  ,0.01765,**  ,11,12,FALSE,4.1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.402284335,0.428259137,FALSE,0.210350942
244,237,r1i1p1,CanESM2,94,2045,2046,2035,2057,12.64625907,0.207494194,0.016593965,0.003333717,0.013755306,0.103120715,0.0174689,0.003334,0.749,N/S  ,0.01354,0.013755,0.059,*    ,0.3122,0.103121,0.1654,N/S  ,0.3802,N/S ,0.1654,N/S  ,0.2824,N/S ,12,10,FALSE,3.7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.348378765,0.496981207,FALSE,0.104373479
144,141,r1i1p1,ACCESS1-3,43,2045,2046,2032,2057,19.9645901,0.392916641,0.028298053,0.020922546,0.016648462,0.158542492,0.03212349,0.020923,0.0011,***  ,0.6358,0.016648,0.00272,***  ,0.6096,0.158542,0.00288,***  ,0.51787,N/S ,0.00288,***  ,0.0105,**  ,12,13,FALSE,3.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.340004821,0.403501597,FALSE,0.234374149
2198,2126,r3i1p1,MPI-ESM-MR,100,2045,2046,2023,2055,15.04844502,0.2638874,0.013218395,0.007568816,0.008359667,0.135166746,0.008226189,0.007569,0.0764,*    ,0.1486,0.00836,0.608,N/S  ,0.03444,0.1351667,0.193,N/S  ,0.957,N/S ,0.193,N/S  ,0.2519,N/S ,10,22,FALSE,3.4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.317212562,0.512213717,FALSE,0.128720654
538,519,r1i1p1,GFDL-ESM2G,100,2045,2046,2022,2100,61.25200352,0.387263196,0.006949343,0.003194318,0.00191736,0.298474913,0.034351687,0.003194,0.206,N/S  ,0.07496,0.001917,0.0161,**   ,0.1045,0.2984749,0,**** ,0.6547,N/S ,0,**** ,0,****,55,23,FALSE,2.4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Shift,0.770728838,FALSE,0.088788283
2865,2770,r5i1p3,GISS-E2-H,97,2045,2046,2035,2058,17.85323952,0.269722003,0.021099217,0.01458846,0.014482656,0.102404361,0.024589674,0.014588,0.00417,***  ,0.6623,0.014483,0.00321,***  ,0.5611,0.1024044,0.013463,**   ,0.986112,N/S ,0.013463,**   ,0.04094,**  ,13,10,FALSE,2.3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.227769502,0.379666323,FALSE,0.167317642
638,615,r1i1p1,GISS-E2-R,52,2045,2046,2033,2060,17.10294612,0.161271587,0.010778147,0.008197643,0.006786735,0.062641931,0.010403439,0.008198,0.186,N/S  ,0.1681,0.006787,0.00995,***  ,0.4115,0.062642,0.142,N/S  ,0.8,N/S ,0.142,N/S  ,0.3026,N/S ,15,12,FALSE,2.1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.128719546,0.388425092,FALSE,0.098629656
