"Seq","Source","BreakSet","DatasetNo","SetNo","SetNoInData","Type","Model","Treat","%BreakSet","Year","Predecessor","Successor","%SegmentFound","Ti","Shift","%YearOverall","Modal Year","ModalValue","SecondModalYear","SecondModalValue","SegmentTrend","PreTrend",PostTrend","ShiftFromTrends","30YearTrend","15YrTi","15YearShift","30Yr Mode","30YrModePct","30YrMode2","30YrMode2%","Stability",":","ModelGroup","GroupCode","GroupNum","Model","GroupModNum","ModelNum","EnsembleCode","EnsembleNum","Scenario",":","Byear","slope1","Pr(slope1)","Sig(slope1)","Rsq(slope1)","slope2","Pr(slope2)","Sig(slope2)","Rsq(slope2)","non-trend-shift","Pr(non-trend-shift)","Sig(non-trend-shift)",":","PrTrends","sig(Trends)","Pr(shifts)","sig(shifts)",Pr(Regime)","sig(Regime)","Modal"
233,r1i1p1_FIO-ESM_RCP6_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_129.final.csv,"[1861.0, 1916, 1970, 1986, 1997, 2012, 2031, 2056, 2076, 2089, 2100.0]",7,23,2,r1i1p1,FIO-ESM,RCP6,41,2089,2076,2100.0,41,13.6142841131,0.273312530072,100,2089,0.99,2092,0.01,0.0200683525373,0.0078063324182,0.0191608333364,0.111625834159,0.0218762928933,6.79132196433,0.215575953606,2089,0.96,2085,0.01,0.98 ,":" , FIO , cn4 , 034 , FIO-ESM , 01 , 03401 , r1i1p1 , 1101 , RCP6 ,":" , 2089.0 , 0.007806 , 0.247000,N/S  , 0.1198 , 0.01916 , 0.177000,N/S  , 0.1924 , 0.11163 , 0.245000,N/S  , : , 0.411000,N/S , 0.245000,N/S  , 0.282800,N/S ,"N"
"Seq","Source","BreakSet","DatasetNo","SetNo","SetNoInData","Type","Model","Treat","%BreakSet","Year","Predecessor","Successor","%SegmentFound","Ti","Shift","%YearOverall","Modal Year","ModalValue","SecondModalYear","SecondModalValue","SegmentTrend","PreTrend",PostTrend","ShiftFromTrends","30YearTrend","15YrTi","15YearShift","30Yr Mode","30YrModePct","30YrMode2","30YrMode2%","Stability",":","ModelGroup","GroupCode","GroupNum","Model","GroupModNum","ModelNum","EnsembleCode","EnsembleNum","Scenario",":","Byear","slope1","Pr(slope1)","Sig(slope1)","Rsq(slope1)","slope2","Pr(slope2)","Sig(slope2)","Rsq(slope2)","non-trend-shift","Pr(non-trend-shift)","Sig(non-trend-shift)",":","PrTrends","sig(Trends)","Pr(shifts)","sig(shifts)",Pr(Regime)","sig(Regime)","Modal"
234,r1i1p1_GFDL-CM3_RCP6_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_132.final.csv,"[1861.0, 1867, 1883, 1919, 1937, 1962, 1977, 1996, 2007, 2018, 2030, 2046, 2061, 2068, 2078, 2090, 2100.0]",8,24,1,r1i1p1,GFDL-CM3,RCP6,1,1867,1861.0,1883,46,11.623413603,0.206213673274,46,1868,0.42,1867,0.31,0.013787918314,-0.0121462797706,0.00776562255085,0.178523145844,0.0228363660707,7.83279497347,0.196722944062,1867,0.44,1870,0.26,0.6 ,":" , NOAA-GFDL , us6 , 136 , GFDL-CM3 , 02 , 13602 , r1i1p1 , 1101 , RCP6 ,":" , 1867.0 , -0.01215 , 0.545000,N/S  , 0.07754 , 0.007766 , 0.151000,N/S  , 0.1416 , 0.178523 , 0.042600,**   , : , 0.302500,N/S , 0.042600,**   , 0.121400,N/S ,"N"
235,r1i1p1_GFDL-CM3_RCP6_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_132.final.csv,"[1861.0, 1867, 1883, 1919, 1937, 1962, 1977, 1996, 2007, 2018, 2030, 2046, 2061, 2068, 2078, 2090, 2100.0]",8,24,1,r1i1p1,GFDL-CM3,RCP6,1,1883,1867,1919,46,29.3322099882,-0.29973284606,100,1883,1.0,0,0,-0.00574872267976,0.00776562255085,0.00419706810363,-0.435473727651,-0.0400925085772,11.8232694808,-0.423024328745,1883,0.97,1884,0.03,0.99 ,":" , NOAA-GFDL , us6 , 136 , GFDL-CM3 , 02 , 13602 , r1i1p1 , 1101 , RCP6 ,":" , 1883.0 , 0.007766 , 0.151000,N/S  , 0.1416 , 0.004197 , 0.041900,**   , 0.1162 , -0.435474 , 0.000000,**** , : , 0.588700,N/S , 0.000000,**** , 0.000000,****,"N"
236,r1i1p1_GFDL-CM3_RCP6_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_132.final.csv,"[1861.0, 1867, 1883, 1919, 1937, 1962, 1977, 1996, 2007, 2018, 2030, 2046, 2061, 2068, 2078, 2090, 2100.0]",8,24,1,r1i1p1,GFDL-CM3,RCP6,1,1919,1883,1937,27,25.8693955522,0.233469441942,100,1919,1.0,0,0,0.0070456087601,0.00419706810363,0.00125999139828,0.147620579706,0.0240006372531,10.9838993795,0.248092105861,1919,1.0,0,0,0.96 ,":" , NOAA-GFDL , us6 , 136 , GFDL-CM3 , 02 , 13602 , r1i1p1 , 1101 , RCP6 ,":" , 1919.0 , 0.004197 , 0.041900,**   , 0.1162 , 0.00126 , 0.729000,N/S  , 0.007684 , 0.147621 , 0.029200,**   , : , 0.586500,N/S , 0.029200,**   , 0.069600,*   ,"N"
237,r1i1p1_GFDL-CM3_RCP6_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_132.final.csv,"[1861.0, 1867, 1883, 1919, 1937, 1962, 1977, 1996, 2007, 2018, 2030, 2046, 2061, 2068, 2078, 2090, 2100.0]",8,24,1,r1i1p1,GFDL-CM3,RCP6,1,1937,1919,1962,19,12.2680737092,0.139277895426,27,1933,0.5,1934,0.28,0.00423964046615,0.00125999139828,-0.00150836217856,0.139677911068,0.0171043455883,5.81382207311,0.167851458368,1933,0.53,1941,0.19,0.81 ,":" , NOAA-GFDL , us6 , 136 , GFDL-CM3 , 02 , 13602 , r1i1p1 , 1101 , RCP6 ,":" , 1937.0 , 0.00126 , 0.729000,N/S  , 0.007684 , -0.001508 , 0.659000,N/S  , 0.008591 , 0.139678 , 0.038100,**   , : , 0.627400,N/S , 0.038100,**   , 0.071910,*   ,"N"
238,r1i1p1_GFDL-CM3_RCP6_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_132.final.csv,"[1861.0, 1867, 1883, 1919, 1937, 1962, 1977, 1996, 2007, 2018, 2030, 2046, 2061, 2068, 2078, 2090, 2100.0]",8,24,1,r1i1p1,GFDL-CM3,RCP6,1,1962,1937,1977,19,29.7663712398,-0.452309022098,85,1962,0.89,1961,0.11,-0.0152893697615,-0.00150836217856,0.0180245863105,-0.57718089988,-0.0584841446059,11.9470855928,-0.534619471328,1962,0.82,1963,0.12,0.88 ,":" , NOAA-GFDL , us6 , 136 , GFDL-CM3 , 02 , 13602 , r1i1p1 , 1101 , RCP6 ,":" , 1962.0 , -0.001508 , 0.659000,N/S  , 0.008591 , 0.018025 , 0.016300,**   , 0.3691 , -0.577181 , 0.000000,**** , : , 0.016200,**  , 0.000000,**** , 0.000000,****,"N"
239,r1i1p1_GFDL-CM3_RCP6_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_132.final.csv,"[1861.0, 1867, 1883, 1919, 1937, 1962, 1977, 1996, 2007, 2018, 2030, 2046, 2061, 2068, 2078, 2090, 2100.0]",8,24,1,r1i1p1,GFDL-CM3,RCP6,1,1977,1962,1996,85,22.90758789,0.395343423884,85,1977,1.0,0,0,0.0191608711476,0.0180245863105,0.00196658333476,0.25090672327,0.0245421311239,8.96722978228,0.278398027043,1977,0.98,1973,0.01,0.86 ,":" , NOAA-GFDL , us6 , 136 , GFDL-CM3 , 02 , 13602 , r1i1p1 , 1101 , RCP6 ,":" , 1977.0 , 0.018025 , 0.016300,**   , 0.3691 , 0.001967 , 0.740000,N/S  , 0.006674 , 0.250907 , 0.007210,***  , : , 0.093330,*   , 0.007210,***  , 0.004362,*** ,"N"
240,r1i1p1_GFDL-CM3_RCP6_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_132.final.csv,"[1861.0, 1867, 1883, 1919, 1937, 1962, 1977, 1996, 2007, 2018, 2030, 2046, 2061, 2068, 2078, 2090, 2100.0]",8,24,1,r1i1p1,GFDL-CM3,RCP6,1,1996,1977,2007,74,21.6271879661,0.491460780341,99,1996,0.94,1998,0.06,0.0254815880609,0.00196658333476,0.0424991515123,0.219880099284,0.0398682745085,11.21135908,0.402719435673,1996,0.86,1995,0.1,0.83 ,":" , NOAA-GFDL , us6 , 136 , GFDL-CM3 , 02 , 13602 , r1i1p1 , 1101 , RCP6 ,":" , 1996.0 , 0.001967 , 0.740000,N/S  , 0.006674 , 0.042499 , 0.000205,**** , 0.7994 , 0.21988 , 0.027870,**   , : , 0.003360,*** , 0.027870,**   , 0.000050,****,"N"
241,r1i1p1_GFDL-CM3_RCP6_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_132.final.csv,"[1861.0, 1867, 1883, 1919, 1937, 1962, 1977, 1996, 2007, 2018, 2030, 2046, 2061, 2068, 2078, 2090, 2100.0]",8,24,1,r1i1p1,GFDL-CM3,RCP6,1,2007,1996,2018,11,16.5662314119,0.51156334881,88,2005,0.76,2007,0.14,0.0418927352729,0.0424991515123,0.0233382424251,0.140927742452,0.0484187941206,11.1122927646,0.420405095254,2007,0.54,2005,0.29,0.71 ,":" , NOAA-GFDL , us6 , 136 , GFDL-CM3 , 02 , 13602 , r1i1p1 , 1101 , RCP6 ,":" , 2007.0 , 0.042499 , 0.000205,**** , 0.7994 , 0.023338 , 0.040900,**   , 0.3874 , 0.140928 , 0.083500,*    , : , 0.130300,N/S , 0.083500,*    , 0.092590,*   ,"N"
242,r1i1p1_GFDL-CM3_RCP6_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_132.final.csv,"[1861.0, 1867, 1883, 1919, 1937, 1962, 1977, 1996, 2007, 2018, 2030, 2046, 2061, 2068, 2078, 2090, 2100.0]",8,24,1,r1i1p1,GFDL-CM3,RCP6,1,2018,2007,2030,12,13.427659257,0.26303211284,12,2018,0.86,2013,0.1,0.0223792374827,0.0233382424251,0.0181925320517,0.0298914141202,0.0197431985291,8.63025488526,0.174027011819,2018,0.85,2017,0.05,0.57 ,":" , NOAA-GFDL , us6 , 136 , GFDL-CM3 , 02 , 13602 , r1i1p1 , 1101 , RCP6 ,":" , 2018.0 , 0.023338 , 0.040900,**   , 0.3874 , 0.018193 , 0.013400,**   , 0.4736 , 0.029891 , 0.688900,N/S  , : , 0.650200,N/S , 0.688900,N/S  , 0.829500,N/S ,"N"
243,r1i1p1_GFDL-CM3_RCP6_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_132.final.csv,"[1861.0, 1867, 1883, 1919, 1937, 1962, 1977, 1996, 2007, 2018, 2030, 2046, 2061, 2068, 2078, 2090, 2100.0]",8,24,1,r1i1p1,GFDL-CM3,RCP6,1,2030,2018,2046,12,18.5687228871,0.360275079773,24,2030,0.87,2032,0.08,0.024309410691,0.0181925320517,0.0215522732827,0.0759549626127,0.0232279276946,9.13539723075,0.216714461372,2030,0.82,2028,0.16,0.65 ,":" , NOAA-GFDL , us6 , 136 , GFDL-CM3 , 02 , 13602 , r1i1p1 , 1101 , RCP6 ,":" , 2030.0 , 0.018193 , 0.013400,**   , 0.4736 , 0.021552 , 0.001640,***  , 0.5192 , 0.075955 , 0.279940,N/S  , : , 0.714381,N/S , 0.279940,N/S  , 0.543100,N/S ,"N"
244,r1i1p1_GFDL-CM3_RCP6_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_132.final.csv,"[1861.0, 1867, 1883, 1919, 1937, 1962, 1977, 1996, 2007, 2018, 2030, 2046, 2061, 2068, 2078, 2090, 2100.0]",8,24,1,r1i1p1,GFDL-CM3,RCP6,1,2046,2030,2061,24,24.0643339645,0.504633961355,100,2046,0.98,2045,0.02,0.029327985216,0.0215522732827,0.0176385624991,0.201139724721,0.0387690894638,10.7270499841,0.344304381454,2046,0.88,2045,0.05,0.87 ,":" , NOAA-GFDL , us6 , 136 , GFDL-CM3 , 02 , 13602 , r1i1p1 , 1101 , RCP6 ,":" , 2046.0 , 0.021552 , 0.001640,***  , 0.5192 , 0.017639 , 0.003780,***  , 0.4877 , 0.20114 , 0.006280,***  , : , 0.609500,N/S , 0.006280,***  , 0.022040,**  ,"N"
245,r1i1p1_GFDL-CM3_RCP6_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_132.final.csv,"[1861.0, 1867, 1883, 1919, 1937, 1962, 1977, 1996, 2007, 2018, 2030, 2046, 2061, 2068, 2078, 2090, 2100.0]",8,24,1,r1i1p1,GFDL-CM3,RCP6,1,2061,2046,2068,100,13.2819390012,0.280708413335,100,2061,0.89,2051,0.05,0.0225726628065,0.0176385624991,0.0126817261893,0.105692816459,0.0283683431352,10.4353101531,0.257725453274,2061,0.94,2063,0.04,0.61 ,":" , NOAA-GFDL , us6 , 136 , GFDL-CM3 , 02 , 13602 , r1i1p1 , 1101 , RCP6 ,":" , 2061.0 , 0.017639 , 0.003780,***  , 0.4877 , 0.01268 , 0.458000,N/S  , 0.1142 , 0.105693 , 0.213000,N/S  , : , 0.769000,N/S , 0.213000,N/S  , 0.380800,N/S ,"N"
246,r1i1p1_GFDL-CM3_RCP6_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_132.final.csv,"[1861.0, 1867, 1883, 1919, 1937, 1962, 1977, 1996, 2007, 2018, 2030, 2046, 2061, 2068, 2078, 2090, 2100.0]",8,24,1,r1i1p1,GFDL-CM3,RCP6,1,2068,2061,2078,100,13.0714530282,0.428384760481,100,2068,0.83,2069,0.09,0.0448441380735,0.0126817261893,0.0348709697017,0.2005777738,0.0477202156874,12.2737945321,0.424495418903,2068,0.96,2071,0.02,0.96 ,":" , NOAA-GFDL , us6 , 136 , GFDL-CM3 , 02 , 13602 , r1i1p1 , 1101 , RCP6 ,":" , 2068.0 , 0.01268 , 0.458000,N/S  , 0.1142 , 0.034871 , 0.000444,**** , 0.8035 , 0.200578 , 0.008882,***  , : , 0.157461,N/S , 0.008882,***  , 0.022470,**  ,"N"
247,r1i1p1_GFDL-CM3_RCP6_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_132.final.csv,"[1861.0, 1867, 1883, 1919, 1937, 1962, 1977, 1996, 2007, 2018, 2030, 2046, 2061, 2068, 2078, 2090, 2100.0]",8,24,1,r1i1p1,GFDL-CM3,RCP6,1,2078,2068,2090,31,15.8446081672,0.396192112959,100,2078,0.77,2079,0.15,0.0341870445136,0.0348709697017,0.0262575203999,0.0664225453982,0.0314965575975,11.7455854861,0.283616486161,2078,0.85,2077,0.07,0.38 ,":" , NOAA-GFDL , us6 , 136 , GFDL-CM3 , 02 , 13602 , r1i1p1 , 1101 , RCP6 ,":" , 2078.0 , 0.034871 , 0.000444,**** , 0.8035 , 0.026258 , 0.001330,***  , 0.6599 , 0.066423 , 0.243320,N/S  , : , 0.348359,N/S , 0.243320,N/S  , 0.299900,N/S ,"N"
248,r1i1p1_GFDL-CM3_RCP6_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_132.final.csv,"[1861.0, 1867, 1883, 1919, 1937, 1962, 1977, 1996, 2007, 2018, 2030, 2046, 2061, 2068, 2078, 2090, 2100.0]",8,24,1,r1i1p1,GFDL-CM3,RCP6,1,2090,2078,2100.0,31,16.4188733892,0.345277136101,31,2090,0.43,2089,0.39,0.0275680110119,0.0262575203999,-0.000787929291414,0.205278123908,0.0344015747548,11.6892384449,0.313411203185,2090,0.94,2089,0.06,0.61 ,":" , NOAA-GFDL , us6 , 136 , GFDL-CM3 , 02 , 13602 , r1i1p1 , 1101 , RCP6 ,":" , 2090.0 , 0.026258 , 0.001330,***  , 0.6599 , -0.0007879 , 0.921000,N/S  , 0.001321 , 0.2052781 , 0.003680,***  , : , 0.012520,**  , 0.003680,***  , 0.003908,*** ,"N"
249,r1i1p1_GFDL-CM3_RCP6_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_132.final.csv,"[1861.0, 1867, 1883, 1919, 1933, 1962, 1977, 1996, 2007, 2023, 2038, 2046, 2061, 2068, 2078, 2089, 2100.0]",8,25,2,r1i1p1,GFDL-CM3,RCP6,16,1867,1861.0,1883,46,11.623413603,0.206213673274,46,1868,0.42,1867,0.31,0.013787918314,-0.0121462797706,0.00776562255085,0.178523145844,0.0228363660707,7.83279497347,0.196722944062,1867,0.44,1870,0.26,0.6 ,":" , NOAA-GFDL , us6 , 136 , GFDL-CM3 , 02 , 13602 , r1i1p1 , 1101 , RCP6 ,":" , 1867.0 , -0.01215 , 0.545000,N/S  , 0.07754 , 0.007766 , 0.151000,N/S  , 0.1416 , 0.178523 , 0.042600,**   , : , 0.302500,N/S , 0.042600,**   , 0.121400,N/S ,"Y"
250,r1i1p1_GFDL-CM3_RCP6_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_132.final.csv,"[1861.0, 1867, 1883, 1919, 1933, 1962, 1977, 1996, 2007, 2023, 2038, 2046, 2061, 2068, 2078, 2089, 2100.0]",8,25,2,r1i1p1,GFDL-CM3,RCP6,16,1883,1867,1919,46,29.3322099882,-0.29973284606,100,1883,1.0,0,0,-0.00574872267976,0.00776562255085,0.00419706810363,-0.435473727651,-0.0400925085772,11.8232694808,-0.423024328745,1883,0.97,1884,0.03,0.99 ,":" , NOAA-GFDL , us6 , 136 , GFDL-CM3 , 02 , 13602 , r1i1p1 , 1101 , RCP6 ,":" , 1883.0 , 0.007766 , 0.151000,N/S  , 0.1416 , 0.004197 , 0.041900,**   , 0.1162 , -0.435474 , 0.000000,**** , : , 0.588700,N/S , 0.000000,**** , 0.000000,****,"Y"
251,r1i1p1_GFDL-CM3_RCP6_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_132.final.csv,"[1861.0, 1867, 1883, 1919, 1933, 1962, 1977, 1996, 2007, 2023, 2038, 2046, 2061, 2068, 2078, 2089, 2100.0]",8,25,2,r1i1p1,GFDL-CM3,RCP6,16,1919,1883,1933,66,20.3836456219,0.215188788605,100,1919,0.99,1906,0.01,0.00663348575387,0.00419706810363,-0.00653816117544,0.190877169769,0.0240006372531,10.9838993795,0.248092105861,1919,1.0,0,0,0.96 ,":" , NOAA-GFDL , us6 , 136 , GFDL-CM3 , 02 , 13602 , r1i1p1 , 1101 , RCP6 ,":" , 1919.0 , 0.004197 , 0.041900,**   , 0.1162 , -0.006538 , 0.168000,N/S  , 0.1524 , 0.190877 , 0.011900,**   , : , 0.165800,N/S , 0.011900,**   , 0.038820,**  ,"Y"
252,r1i1p1_GFDL-CM3_RCP6_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_132.final.csv,"[1861.0, 1867, 1883, 1919, 1933, 1962, 1977, 1996, 2007, 2023, 2038, 2046, 2061, 2068, 2078, 2089, 2100.0]",8,25,2,r1i1p1,GFDL-CM3,RCP6,16,1933,1919,1962,66,12.2680737092,0.139277895426,66,1933,0.5,1934,0.28,0.00423964046615,-0.00653816117544,0.000656833744563,0.171704449518,0.0111574117649,6.48801240114,0.126118497649,1933,0.92,1930,0.05,0.81 ,":" , NOAA-GFDL , us6 , 136 , GFDL-CM3 , 02 , 13602 , r1i1p1 , 1101 , RCP6 ,":" , 1933.0 , -0.006538 , 0.168000,N/S  , 0.1524 , 0.0006568 , 0.804000,N/S  , 0.002323 , 0.1717044 , 0.013900,**   , : , 0.333200,N/S , 0.013900,**   , 0.045000,**  ,"Y"
253,r1i1p1_GFDL-CM3_RCP6_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_132.final.csv,"[1861.0, 1867, 1883, 1919, 1933, 1962, 1977, 1996, 2007, 2023, 2038, 2046, 2061, 2068, 2078, 2089, 2100.0]",8,25,2,r1i1p1,GFDL-CM3,RCP6,16,1962,1933,1977,66,32.4527224168,-0.441108507213,85,1962,0.89,1961,0.11,-0.0126386133419,0.000656833744563,0.0180245863105,-0.595007159825,-0.0584841446059,11.9470855928,-0.534619471328,1962,0.82,1963,0.12,0.88 ,":" , NOAA-GFDL , us6 , 136 , GFDL-CM3 , 02 , 13602 , r1i1p1 , 1101 , RCP6 ,":" , 1962.0 , 0.0006568 , 0.804000,N/S  , 0.002323 , 0.018025 , 0.016300,**   , 0.3691 , -0.595007 , 0.000000,**** , : , 0.023100,**  , 0.000000,**** , 0.000000,****,"Y"
254,r1i1p1_GFDL-CM3_RCP6_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_132.final.csv,"[1861.0, 1867, 1883, 1919, 1933, 1962, 1977, 1996, 2007, 2023, 2038, 2046, 2061, 2068, 2078, 2089, 2100.0]",8,25,2,r1i1p1,GFDL-CM3,RCP6,16,1977,1962,1996,85,22.90758789,0.395343423884,85,1977,1.0,0,0,0.0191608711476,0.0180245863105,0.00196658333476,0.25090672327,0.0245421311239,8.96722978228,0.278398027043,1977,0.98,1973,0.01,0.86 ,":" , NOAA-GFDL , us6 , 136 , GFDL-CM3 , 02 , 13602 , r1i1p1 , 1101 , RCP6 ,":" , 1977.0 , 0.018025 , 0.016300,**   , 0.3691 , 0.001967 , 0.740000,N/S  , 0.006674 , 0.250907 , 0.007210,***  , : , 0.093330,*   , 0.007210,***  , 0.004362,*** ,"Y"
255,r1i1p1_GFDL-CM3_RCP6_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_132.final.csv,"[1861.0, 1867, 1883, 1919, 1933, 1962, 1977, 1996, 2007, 2023, 2038, 2046, 2061, 2068, 2078, 2089, 2100.0]",8,25,2,r1i1p1,GFDL-CM3,RCP6,16,1996,1977,2007,74,21.6271879661,0.491460780341,99,1996,0.94,1998,0.06,0.0254815880609,0.00196658333476,0.0424991515123,0.219880099284,0.0398682745085,11.21135908,0.402719435673,1996,0.86,1995,0.1,0.83 ,":" , NOAA-GFDL , us6 , 136 , GFDL-CM3 , 02 , 13602 , r1i1p1 , 1101 , RCP6 ,":" , 1996.0 , 0.001967 , 0.740000,N/S  , 0.006674 , 0.042499 , 0.000205,**** , 0.7994 , 0.21988 , 0.027870,**   , : , 0.003360,*** , 0.027870,**   , 0.000050,****,"Y"
256,r1i1p1_GFDL-CM3_RCP6_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_132.final.csv,"[1861.0, 1867, 1883, 1919, 1933, 1962, 1977, 1996, 2007, 2023, 2038, 2046, 2061, 2068, 2078, 2089, 2100.0]",8,25,2,r1i1p1,GFDL-CM3,RCP6,16,2007,1996,2023,76,20.6000546457,0.551459683526,88,2007,0.71,2005,0.17,0.03700379477,0.0424991515123,0.0219695208315,0.151532316329,0.0484187941206,11.1122927646,0.420405095254,2007,0.54,2005,0.29,0.71 ,":" , NOAA-GFDL , us6 , 136 , GFDL-CM3 , 02 , 13602 , r1i1p1 , 1101 , RCP6 ,":" , 2007.0 , 0.042499 , 0.000205,**** , 0.7994 , 0.02197 , 0.000487,**** , 0.5926 , 0.151532 , 0.028400,**   , : , 0.036100,**  , 0.028400,**   , 0.004560,*** ,"Y"
257,r1i1p1_GFDL-CM3_RCP6_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_132.final.csv,"[1861.0, 1867, 1883, 1919, 1933, 1962, 1977, 1996, 2007, 2023, 2038, 2046, 2061, 2068, 2078, 2089, 2100.0]",8,25,2,r1i1p1,GFDL-CM3,RCP6,16,2023,2007,2038,76,20.2932170944,0.367642396911,76,2023,0.76,2024,0.2,0.0230857288299,0.0219695208315,0.0203014553547,0.0403049752271,0.0252040563723,9.36599693516,0.214500636249,2023,0.64,2024,0.3,0.56 ,":" , NOAA-GFDL , us6 , 136 , GFDL-CM3 , 02 , 13602 , r1i1p1 , 1101 , RCP6 ,":" , 2023.0 , 0.02197 , 0.000487,**** , 0.5926 , 0.020301 , 0.002470,***  , 0.5183 , 0.040305 , 0.542244,N/S  , : , 0.820625,N/S , 0.542244,N/S  , 0.817100,N/S ,"Y"
258,r1i1p1_GFDL-CM3_RCP6_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_132.final.csv,"[1861.0, 1867, 1883, 1919, 1933, 1962, 1977, 1996, 2007, 2023, 2038, 2046, 2061, 2068, 2078, 2089, 2100.0]",8,25,2,r1i1p1,GFDL-CM3,RCP6,16,2038,2023,2046,76,14.0282245207,0.309531986075,76,2038,0.59,2037,0.28,0.02419639822,0.0203014553547,0.00568647817168,0.141692584344,0.0215522732827,9.44376918456,0.220590021972,2038,0.95,2037,0.04,0.87 ,":" , NOAA-GFDL , us6 , 136 , GFDL-CM3 , 02 , 13602 , r1i1p1 , 1101 , RCP6 ,":" , 2038.0 , 0.020301 , 0.002470,***  , 0.5183 , 0.005686 , 0.722000,N/S  , 0.02266 , 0.141693 , 0.116000,N/S  , : , 0.356000,N/S , 0.116000,N/S  , 0.281100,N/S ,"Y"
259,r1i1p1_GFDL-CM3_RCP6_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_132.final.csv,"[1861.0, 1867, 1883, 1919, 1933, 1962, 1977, 1996, 2007, 2023, 2038, 2046, 2061, 2068, 2078, 2089, 2100.0]",8,25,2,r1i1p1,GFDL-CM3,RCP6,16,2046,2038,2061,76,17.0198411515,0.393814610869,100,2046,0.64,2048,0.2,0.0284603005613,0.00568647817168,0.0176385624991,0.232725402827,0.0387690894638,10.7270499841,0.344304381454,2046,0.88,2045,0.05,0.87 ,":" , NOAA-GFDL , us6 , 136 , GFDL-CM3 , 02 , 13602 , r1i1p1 , 1101 , RCP6 ,":" , 2046.0 , 0.005686 , 0.722000,N/S  , 0.02266 , 0.017639 , 0.003780,***  , 0.4877 , 0.232725 , 0.005850,***  , : , 0.426460,N/S , 0.005850,***  , 0.019070,**  ,"Y"
260,r1i1p1_GFDL-CM3_RCP6_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_132.final.csv,"[1861.0, 1867, 1883, 1919, 1933, 1962, 1977, 1996, 2007, 2023, 2038, 2046, 2061, 2068, 2078, 2089, 2100.0]",8,25,2,r1i1p1,GFDL-CM3,RCP6,16,2061,2046,2068,100,13.2819390012,0.280708413335,100,2061,0.89,2051,0.05,0.0225726628065,0.0176385624991,0.0126817261893,0.105692816459,0.0283683431352,10.4353101531,0.257725453274,2061,0.94,2063,0.04,0.61 ,":" , NOAA-GFDL , us6 , 136 , GFDL-CM3 , 02 , 13602 , r1i1p1 , 1101 , RCP6 ,":" , 2061.0 , 0.017639 , 0.003780,***  , 0.4877 , 0.01268 , 0.458000,N/S  , 0.1142 , 0.105693 , 0.213000,N/S  , : , 0.769000,N/S , 0.213000,N/S  , 0.380800,N/S ,"Y"
261,r1i1p1_GFDL-CM3_RCP6_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_132.final.csv,"[1861.0, 1867, 1883, 1919, 1933, 1962, 1977, 1996, 2007, 2023, 2038, 2046, 2061, 2068, 2078, 2089, 2100.0]",8,25,2,r1i1p1,GFDL-CM3,RCP6,16,2068,2061,2078,100,13.0714530282,0.428384760481,100,2068,0.83,2069,0.09,0.0448441380735,0.0126817261893,0.0348709697017,0.2005777738,0.0477202156874,12.2737945321,0.424495418903,2068,0.96,2071,0.02,0.96 ,":" , NOAA-GFDL , us6 , 136 , GFDL-CM3 , 02 , 13602 , r1i1p1 , 1101 , RCP6 ,":" , 2068.0 , 0.01268 , 0.458000,N/S  , 0.1142 , 0.034871 , 0.000444,**** , 0.8035 , 0.200578 , 0.008882,***  , : , 0.157461,N/S , 0.008882,***  , 0.022470,**  ,"Y"
