Seq,Source,BreakSet,DatasetNo,SetNo,SetNoInData,Type,Model,Treat,%BreakSet,Year,Predecessor,Successor,%SegmentFound,Ti,Shift,%YearOverall,Modal Year,ModalValue,SecondModalYear,SecondModalValue,SegmentTrend,PreTrend,"PostTrend""",ShiftFromTrends,30YearTrend,15YrTi,15YearShift,30Yr Mode,30YrModePct,30YrMode2,30YrMode2%,Stability,:,ModelGroup,GroupCode,GroupNum,Model,GroupModNum,ModelNum,EnsembleCode,EnsembleNum,Scenario,:,Byear,slope1,Pr(slope1),Sig(slope1),Rsq(slope1),slope2,Pr(slope2),Sig(slope2),Rsq(slope2),non-trend-shift,Pr(non-trend-shift),Sig(non-trend-shift),:,PrTrends,sig(Trends),Pr(shifts),sig(shifts),"Pr(Regime)""",sig(Regime),Modal,pRnOTHING,DelTrend,IndPr,PrRat
1851,r1i1p1_MIROC-ESM_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_227.final.csv,"[1861.0, 1921, 1942, 1963, 1975, 1995, 2014, 2024, 2032, 2045, 2052, 2063, 2071, 2081, 2094, 2100.0]",34,150,1,r1i1p1,MIROC-ESM,RCP8.5,36,1942,1921,1963,100,19.1207428,0.156399053,100,1942,0.99,1943,0.01,0.005095171,-0.00327715,-0.000744412,0.1975875,0.019173653,8.169669006,0.173983431,1942,0.81,1943,0.08,0.92,: , MIROC , jp1 ,81, MIROC-ESM ,2,8102, r1i1p1 ,1101, RCP8.5 ,: ,1942,-0.003277,0.335,N/S  ,0.04901,-0.0007444,0.801,N/S  ,0.003421,0.1975875,0.000697,**** , : ,0.569303,N/S ,0.000697,**** ,0.002437,*** ,Y,0.997563,0.0025326,0.000396804,0.162824863
4469,r8i1p1_EC-EARTH_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_193.final.csv,"[1861.0, 1872, 1883, 1893, 1918, 1942, 1969, 1987, 2000, 2022, 2038, 2048, 2061, 2071, 2081, 2092, 2100.0]",78,364,2,r8i1p1,EC-EARTH,RCP8.5,93,1942,1918,1969,99,19.83726061,0.125822865,100,1942,0.99,1947,0.01,0.003287536,-0.001408121,-0.001757334,0.166799526,0.013726094,6.538963445,0.149658579,1942,0.73,1941,0.1,0.77,: , ICHEC , ie1 ,61, EC-EARTH ,1,6101, r8i1p1 ,1108, RCP8.5 ,: ,1942,-0.001408,0.508,N/S  ,0.02017,-0.001757,0.42,N/S  ,0.02614,0.1667995,0.000508,**** , : ,0.909911,N/S ,0.000508,**** ,0.002117,*** ,Y,0.997883,-0.000349,0.000462235,0.218344255
2870,r2i1p1_CCSM4_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_165.final.csv,"[1861.0, 1916, 1944, 1976, 1997, 2011, 2022, 2029, 2038, 2047, 2057, 2070, 2078, 2086, 2093, 2100.0]",46,228,1,r2i1p1,CCSM4,RCP8.5,100,1944,1916,1976,100,22.54699959,0.171461253,100,1944,0.97,1949,0.02,0.005168079,0.003543422,0.003584243,0.064336132,0.013064257,5.286660534,0.143503721,1944,0.71,1949,0.2,0.61,: , NCAR , us2 ,132, CCSM4 ,1,13201, r2i1p1 ,1102, RCP8.5 ,: ,1944,0.003543,0.0554,*    ,0.134,0.003584,0.157,N/S  ,0.06562,0.06434,0.2513,N/S  , : ,0.99,N/S ,0.2513,N/S  ,0.5129,N/S ,Y,0.4871,4.1E-05,0.248787,0.485059466
127,r11i1p1_EC-EARTH_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_195.final.csv,"[1861.0, 1883, 1892, 1914, 1925, 1947, 1976, 1998, 2012, 2026, 2040, 2051, 2074, 2100.0]",3,12,1,r11i1p1,EC-EARTH,RCP8.5,100,1947,1925,1976,100,15.98823294,0.114507552,100,1947,0.97,1956,0.02,0.003566592,0.000537415,0.001134108,0.092181628,0.007864759,6.892944465,0.0988034,1947,0.83,1946,0.13,0.52,: , ICHEC , ie1 ,61, EC-EARTH ,1,6101, r11i1p1 ,1111, RCP8.5 ,: ,1947,0.0005374,0.844,N/S  ,0.001977,0.001134,0.573,N/S  ,0.01192,0.0921816,0.0616,*    , : ,0.8636,N/S ,0.0616,*    ,0.1677,N/S ,Y,0.8323,0.0005966,0.05319776,0.317219797
3252,r3i1p1_FIO-ESM_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_201.final.csv,"[1861.0, 1913, 1951, 1976, 1987, 2001, 2023, 2044, 2063, 2077, 2087, 2100.0]",59,261,1,r3i1p1,FIO-ESM,RCP8.5,100,1951,1913,1976,100,31.66978015,0.211432749,100,1951,0.96,1952,0.04,0.005811715,0.003202462,0.004382567,0.095862481,0.011249583,6.12674969,0.139174115,1952,0.56,1951,0.44,0.5,: , FIO , cn4 ,34, FIO-ESM ,1,3401, r3i1p1 ,1103, RCP8.5 ,: ,1951,0.003202,0.0583,*    ,0.09606,0.004383,0.0467,**   ,0.1611,0.095862,0.0663,*    , : ,0.7041,N/S ,0.0663,*    ,0.09951,*   ,Y,0.90049,0.001181,0.04668183,0.469116973
1687,r1i1p1_HadGEM2-ES_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_213.final.csv,"[1861.0, 1915, 1936, 1953, 1984, 1997, 2007, 2019, 2032, 2047, 2057, 2067, 2076, 2085, 2096, 2100.0]",28,137,2,r1i1p1,HadGEM2-ES,RCP8.5,99,1953,1936,1984,100,29.41527259,-0.279130537,100,1953,0.97,1954,0.03,-0.007228783,0.001266828,0.002657288,-0.332341893,-0.0286143,12.75906534,-0.279265375,1953,0.92,1954,0.08,0.95,: , MOHC , uk1 ,121, HadGEM2-ES ,4,12104, r1i1p1 ,1101, RCP8.5 ,: ,1953,0.001267,0.777,N/S  ,0.005503,0.002657,0.251,N/S  ,0.0452,-0.332342,0.000003,**** , : ,0.806,N/S ,0.000003,**** ,0.000002,****,Y,0.999998,0.00139,0.000002418,1.209
2951,r2i1p1_EC-EARTH_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_191.final.csv,"[1861.0, 1915, 1955, 1977, 1998, 2014, 2027, 2040, 2052, 2067, 2081, 2091, 2100.0]",50,235,2,r2i1p1,EC-EARTH,RCP8.5,87,1955,1915,1977,100,38.9841471,0.220942262,100,1955,0.88,1954,0.12,0.00572566,0.002575172,0.003074987,0.135415575,0.016530461,9.503011411,0.179248905,1955,0.48,1956,0.44,0.83,: , ICHEC , ie1 ,61, EC-EARTH ,1,6101, r2i1p1 ,1102, RCP8.5 ,: ,1955,0.002575,0.0176,**   ,0.1396,0.003075,0.265,N/S  ,0.06177,0.1354156,0.0019,***  , : ,0.8589,N/S ,0.0019,***  ,0.001577,*** ,Y,0.998423,0.0005,0.00163191,1.034819277
1700,r1i1p1_inmcm4_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_217.final.csv,"[1861.0, 1924, 1957, 1978, 1993, 2005, 2023, 2036, 2047, 2055, 2065, 2074, 2087, 2100.0]",29,138,1,r1i1p1,inmcm4,RCP8.5,98,1957,1924,1978,98,27.3990739,0.135134663,100,1957,0.96,1959,0.04,0.004214222,0.001902853,0.00358847,0.065214225,0.007199737,6.299571308,0.09393279,1957,0.77,1956,0.19,0.9,: , INM , ru1 ,111, inmcm4 ,1,11101, r1i1p1 ,1101, RCP8.5 ,: ,1957,0.001903,0.082,*    ,0.09439,0.003588,0.173,N/S  ,0.09536,0.065214,0.0732,*    , : ,0.5105,N/S ,0.0732,*    ,0.0707,*   ,Y,0.9293,0.001685,0.0373686,0.528551627
2983,r2i1p1_FIO-ESM_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_200.final.csv,"[1861.0, 1916, 1957, 1975, 1989, 2002, 2017, 2028, 2038, 2047, 2055, 2065, 2079, 2092, 2100.0]",51,238,1,r2i1p1,FIO-ESM,RCP8.5,100,1957,1916,1975,100,14.02057965,0.125351064,100,1957,0.93,1960,0.05,0.003023801,0.000945291,0.000769977,0.098273208,0.011319355,4.732698042,0.122073888,1957,0.5,1954,0.38,0.62,: , FIO , cn4 ,34, FIO-ESM ,1,3401, r2i1p1 ,1102, RCP8.5 ,: ,1957,0.0009453,0.52,N/S  ,0.01067,0.00077,0.858,N/S  ,0.002071,0.0982732,0.114,N/S  , : ,0.972,N/S ,0.114,N/S  ,0.1564,N/S ,Y,0.8436,-0.0001753,0.110808,0.708491049
4,r10i1p1_CNRM-CM5_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_179.final.csv,"[1861.0, 1908, 1931, 1939, 1960, 1976, 1994, 2002, 2010, 2022, 2035, 2043, 2052, 2062, 2075, 2085, 2093, 2100.0]",1,1,1,r10i1p1,CNRM-CM5,RCP8.5,95,1960,1939,1976,100,25.10516312,-0.22087098,100,1960,1,0,0,-0.009098363,-0.001504754,-0.000458962,-0.201659536,-0.015294488,9.537866529,-0.173997232,1960,0.99,1962,0.01,1,: , CNRM , fr2 ,52, CNRM-CM5 ,1,5201, r10i1p1 ,1110, RCP8.5 ,: ,1960,-0.001505,0.627,N/S  ,0.01266,-0.000459,0.893,N/S  ,0.001331,-0.201659,0.000383,**** , : ,0.833543,N/S ,0.000383,**** ,0.001261,*** ,Y,0.998739,0.001046,0.000319247,0.253169682
666,r1i1p1_CSIRO-Mk3-6-0_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_180.final.csv,"[1861.0, 1914, 1940, 1960, 1996, 2016, 2026, 2035, 2044, 2051, 2064, 2078, 2090, 2100.0]",17,56,1,r1i1p1,CSIRO-Mk3-6-0,RCP8.5,58,1960,1940,1996,100,27.15945803,-0.2061539,100,1960,1,0,0,-0.003931549,0.000496617,0.004207024,-0.288639724,-0.028355006,11.22937855,-0.263284613,1960,0.95,1961,0.03,0.89,: , CSIRO-QCCCE , au2 ,12, CSIRO-Mk3-6-0 ,1,1201, r1i1p1 ,1101, RCP8.5 ,: ,1960,0.0004966,0.844,N/S  ,0.002219,0.004207,0.024,**   ,0.1411,-0.28864,0.000002,**** , : ,0.36765,N/S ,0.000002,**** ,0,****,Y,1,0.0037104,7.353E-07,#DIV/0!
1793,r1i1p1_IPSL-CM5B-LR_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_223.final.csv,"[1861.0, 1883, 1904, 1936, 1961, 1970, 1996, 2012, 2024, 2035, 2046, 2057, 2066, 2076, 2089, 2100.0]",32,145,1,r1i1p1,IPSL-CM5B-LR,RCP8.5,95,1961,1936,1970,100,11.88905869,-0.147821259,100,1961,0.8,1962,0.2,-0.002999231,0.003957631,0.025932667,-0.323962607,-0.017875496,8.874721952,-0.208480019,1961,0.8,1962,0.17,0.77,: , IPSL , fr1 ,51, IPSL-CM5B-LR ,1,5101, r1i1p1 ,1101, RCP8.5 ,: ,1961,0.003958,0.0606,*    ,0.1448,0.02593,0.0892,*    ,0.3571,-0.32396,0.00003,**** , : ,0.0466,**  ,0.00003,**** ,0.000065,****,Y,0.999935,0.021972,0.000001398,0.021507692
2997,r2i1p1_HadGEM2-ES_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_214.final.csv,"[1861.0, 1875, 1915, 1961, 1977, 1997, 2012, 2025, 2042, 2053, 2066, 2078, 2089, 2100.0]",52,239,1,r2i1p1,HadGEM2-ES,RCP8.5,41,1961,1915,1977,100,31.14649122,-0.260595237,100,1961,0.95,1962,0.05,-0.003681223,0.002443308,0.008364947,-0.386255089,-0.031452608,11.1220512,-0.311613939,1962,0.83,1961,0.14,0.67,: , MOHC , uk1 ,121, HadGEM2-ES ,4,12104, r2i1p1 ,1102, RCP8.5 ,: ,1961,0.002443,0.0451,**   ,0.08817,0.008365,0.213,N/S  ,0.1085,-0.386255,0,**** , : ,0.333,N/S ,0,**** ,0,****,Y,1,0.005922,0,#DIV/0!
1078,r1i1p1_GFDL-CM3_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_202.final.csv,"[1861.0, 1867, 1883, 1919, 1933, 1962, 1977, 1996, 2005, 2016, 2028, 2042, 2054, 2066, 2081, 2092, 2100.0]",21,89,16,r1i1p1,GFDL-CM3,RCP8.5,36,1962,1933,1977,82,32.44029022,-0.442050236,92,1962,0.88,1961,0.12,-0.012638613,0.000656834,0.018024586,-0.59500716,-0.058484145,12.07072264,-0.53800571,1962,0.81,1963,0.12,0.86,: , NOAA-GFDL , us6 ,136, GFDL-CM3 ,2,13602, r1i1p1 ,1101, RCP8.5 ,: ,1962,0.0006568,0.804,N/S  ,0.002323,0.018025,0.0163,**   ,0.3691,-0.595007,0,**** , : ,0.0231,**  ,0,**** ,0,****,Y,1,0.0173682,0,#DIV/0!
1513,r1i1p1_HadGEM2-AO_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_211.final.csv,"[1861.0, 1883, 1916, 1935, 1962, 1984, 1998, 2020, 2037, 2052, 2059, 2066, 2073, 2080, 2090, 2100.0]",26,121,2,r1i1p1,HadGEM2-AO,RCP8.5,98,1962,1935,1984,100,26.31457033,-0.212359597,100,1962,0.79,1963,0.2,-0.005631229,-0.001481063,0.011740791,-0.328413521,-0.023313635,12.07351242,-0.275406005,1963,0.98,1962,0.02,1,: , MOHC , uk1 ,121, HadGEM2-A ,3,12103, r1i1p1 ,1101, RCP8.5 ,: ,1962,-0.001481,0.417,N/S  ,0.02654,0.011741,0.00191,***  ,0.3896,-0.328414,0,**** , : ,0.000516,****,0,**** ,0,****,Y,1,0.013222,0,#DIV/0!
3513,r3i1p1_IPSL-CM5A-LR_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_220.final.csv,"[1861.0, 1913, 1935, 1962, 1969, 1982, 1998, 2006, 2020, 2028, 2037, 2050, 2059, 2068, 2078, 2086, 2100.0]",61,283,2,r3i1p1,IPSL-CM5A-LR,RCP8.5,97,1962,1935,1969,97,23.10242689,-0.354730332,97,1962,1,0,0,-0.010403519,-0.000159203,-0.011746101,-0.304976144,-0.025713675,10.17340665,-0.310731163,1962,0.82,1961,0.18,0.81,: , IPSL , fr1 ,51, IPSL-CM5A-LR ,3,5103, r3i1p1 ,1103, RCP8.5 ,: ,1962,-0.0001592,0.95,N/S  ,0.0001637,-0.01175,0.505,N/S  ,0.09331,-0.30498,0.0022,***  , : ,0.5418,N/S ,0.0022,***  ,0.000008,****,Y,0.999992,-0.0115908,0.00119196,148.995
1852,r1i1p1_MIROC-ESM_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_227.final.csv,"[1861.0, 1921, 1942, 1963, 1975, 1995, 2014, 2024, 2032, 2045, 2052, 2063, 2071, 2081, 2094, 2100.0]",34,150,1,r1i1p1,MIROC-ESM,RCP8.5,36,1963,1942,1975,100,21.66744861,-0.241452282,100,1963,1,0,0,-0.009611189,-0.000744412,0.014765221,-0.32896559,-0.019478667,10.97538776,-0.252769369,1963,1,0,0,1,: , MIROC , jp1 ,81, MIROC-ESM ,2,8102, r1i1p1 ,1101, RCP8.5 ,: ,1963,-0.0007444,0.801,N/S  ,0.003421,0.014765,0.0386,**   ,0.3617,-0.328966,0.000005,**** , : ,0.0387,**  ,0.000005,**** ,0.000022,****,Y,0.999978,0.0155094,1.935E-07,0.008795455
2396,r1i1p2_GISS-E2-H_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_206.final.csv,"[1861.0, 1883, 1893, 1907, 1920, 1963, 1977, 1995, 2003, 2016, 2025, 2037, 2049, 2060, 2069, 2082, 2100.0]",41,195,2,r1i1p2,GISS-E2-H,RCP8.5,55,1963,1920,1977,100,17.20920152,-0.101357601,100,1963,1,0,0,-0.002086454,-0.000763484,0.015077954,-0.198593857,-0.010595353,8.110081952,-0.13918386,1963,0.98,1960,0.01,0.98,: , NASA-GISS , us5 ,135, GISS-E2-H ,2,13502, r1i1p2 ,2101, RCP8.5 ,: ,1963,-0.0007635,0.297,N/S  ,0.02648,0.015078,0.00357,***  ,0.5209,-0.198594,0.000003,**** , : ,0.000248,****,0.000003,**** ,0.000017,****,Y,0.999983,0.0158415,7.44E-10,4.37647E-05
3454,r3i1p1_HadGEM2-ES_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_215.final.csv,"[1861.0, 1915, 1963, 1979, 1997, 2014, 2026, 2037, 2044, 2054, 2064, 2072, 2100.0]",60,278,17,r3i1p1,HadGEM2-ES,RCP8.5,55,1963,1915,1979,100,35.27725201,-0.221372316,100,1963,0.98,1958,0.01,-0.003569587,0.000478977,0.007444961,-0.29564074,-0.016917694,7.807223937,-0.198428692,1963,0.94,1958,0.03,0.98,: , MOHC , uk1 ,121, HadGEM2-ES ,4,12104, r3i1p1 ,1103, RCP8.5 ,: ,1963,0.000479,0.599,N/S  ,0.006066,0.007445,0.116,N/S  ,0.1671,-0.295641,0,**** , : ,0.146,N/S ,0,**** ,0,****,Y,1,0.006966,0,#DIV/0!
3785,r4i1p1_CSIRO-Mk3-6-0_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_183.final.csv,"[1861.0, 1883, 1891, 1915, 1937, 1963, 1979, 1999, 2020, 2034, 2041, 2057, 2068, 2075, 2089, 2100.0]",67,308,1,r4i1p1,CSIRO-Mk3-6-0,RCP8.5,94,1963,1937,1979,100,31.43926308,-0.30094657,100,1963,1,0,0,-0.010380989,-0.002594409,0.006616808,-0.324347767,-0.033408016,13.24318139,-0.324802124,1963,0.99,1965,0.01,1,: , CSIRO-QCCCE , au2 ,12, CSIRO-Mk3-6-0 ,1,1201, r4i1p1 ,1104, RCP8.5 ,: ,1963,-0.002594,0.292,N/S  ,0.0461,0.006617,0.0468,**   ,0.2535,-0.324348,0,**** , : ,0.0656,*   ,0,**** ,0.000001,****,Y,0.999999,0.009211,0,0
4360,r6i1p1_CSIRO-Mk3-6-0_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_185.final.csv,"[1861.0, 1916, 1963, 1974, 1995, 2010, 2020, 2032, 2042, 2051, 2060, 2070, 2083, 2092, 2100.0]",75,354,7,r6i1p1,CSIRO-Mk3-6-0,RCP8.5,53,1963,1916,1974,100,26.45215702,-0.220811152,100,1963,0.66,1962,0.34,-0.003034212,0.000669866,0.017378894,-0.340277058,-0.015224355,9.59264693,-0.206452625,1963,0.85,1962,0.15,0.57,: , CSIRO-QCCCE , au2 ,12, CSIRO-Mk3-6-0 ,1,1201, r6i1p1 ,1106, RCP8.5 ,: ,1963,0.0006699,0.519,N/S  ,0.009308,0.017379,0.04,**   ,0.3898,-0.340277,0.000003,**** , : ,0.066,*   ,0.000003,**** ,0.000001,****,Y,0.999999,0.0167091,0.000000198,0.198
805,r1i1p1_FGOALS_g2_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_198.final.csv,"[1861.0, 1927, 1964, 1977, 1987, 2000, 2014, 2026, 2037, 2051, 2059, 2070, 2079, 2090, 2100.0]",19,68,3,r1i1p1,FGOALS_g2,RCP8.5,80,1964,1927,1977,100,27.82897759,0.167138273,100,1964,0.98,1953,0.01,0.005068188,0.002655079,0.007506172,0.066847307,0.009587259,9.291067288,0.098347006,1964,0.92,1965,0.07,0.96,: , LASG-CESS , cn1 ,31, FGOALS_g2 ,2,3102, r1i1p1 ,1101, g2 ,: ,1964,0.002655,0.0111,**   ,0.1705,0.007506,0.036,**   ,0.3413,0.066847,0.1024,N/S  , : ,0.2895,N/S ,0.1024,N/S  ,0.005717,*** ,Y,0.994283,0.004851,0.0296448,5.185376946
3205,r3i1p1_CSIRO-Mk3-6-0_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_182.final.csv,"[1861.0, 1934, 1964, 1980, 1997, 2015, 2032, 2045, 2053, 2063, 2071, 2080, 2089, 2100.0]",58,257,1,r3i1p1,CSIRO-Mk3-6-0,RCP8.5,95,1964,1934,1980,97,26.18748846,-0.22428452,100,1964,0.86,1961,0.05,-0.006950738,-0.003653013,0.017186738,-0.318062112,-0.014596686,8.06594401,-0.202980202,1964,0.98,1961,0.01,0.99,: , CSIRO-QCCCE , au2 ,12, CSIRO-Mk3-6-0 ,1,1201, r3i1p1 ,1103, RCP8.5 ,: ,1964,-0.003653,0.0213,**   ,0.1754,0.017187,0.0026,***  ,0.4881,-0.318062,0,**** , : ,0.00003,****,0,**** ,0,****,Y,1,0.02084,0,#DIV/0!
306,r13i1p1_EC-EARTH_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_197.final.csv,"[1861.0, 1882, 1892, 1914, 1967, 1976, 1986, 1998, 2012, 2024, 2033, 2040, 2048, 2057, 2064, 2072, 2085, 2100.0]",5,25,9,r13i1p1,EC-EARTH,RCP8.5,24,1967,1914,1976,100,12.90918263,0.130568985,100,1967,0.86,1941,0.05,0.002553902,0.00160984,-0.003399278,0.104900391,0.012003176,8.608091203,0.144333331,1967,0.94,1966,0.06,0.9,: , ICHEC , ie1 ,61, EC-EARTH ,1,6101, r13i1p1 ,1113, RCP8.5 ,: ,1967,0.00161,0.0571,*    ,0.06917,-0.003399,0.653,N/S  ,0.0306,0.1049,0.132,N/S  , : ,0.664,N/S ,0.132,N/S  ,0.132,N/S ,Y,0.868,-0.005009,0.087648,0.664
494,r1i1p1_CESM1-BGC_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_170.final.csv,"[1861.0, 1930, 1969, 1994, 2004, 2014, 2026, 2038, 2052, 2064, 2079, 2090, 2100.0]",12,41,3,r1i1p1,CESM1-BGC,RCP8.5,96,1969,1930,1994,100,42.69255164,0.36191139,100,1969,0.78,1968,0.22,0.008868203,0.001236837,0.008471691,0.228539137,0.029269668,10.84416534,0.305086756,1968,0.85,1967,0.14,0.93,: , NSF-DOE-NCAR , us1 ,131, CESM1-BGC ,3,13103, r1i1p1 ,1101, RCP8.5 ,: ,1969,0.001237,0.414,N/S  ,0.01808,0.008472,0.0366,**   ,0.1764,0.228539,0.000451,**** , : ,0.055296,*   ,0.000451,**** ,0.000014,****,Y,0.999986,0.007235,2.49385E-05,1.781321143
3514,r3i1p1_IPSL-CM5A-LR_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_220.final.csv,"[1861.0, 1913, 1935, 1962, 1969, 1982, 1998, 2006, 2020, 2028, 2037, 2050, 2059, 2068, 2078, 2086, 2100.0]",61,283,2,r3i1p1,IPSL-CM5A-LR,RCP8.5,97,1969,1962,1982,97,14.74351365,0.373400849,97,1969,1,0,0,0.028984513,-0.011746101,0.014211625,0.309758592,0.022751837,10.90194789,0.288914325,1969,1,0,0,0.52,: , IPSL , fr1 ,51, IPSL-CM5A-LR ,3,5103, r3i1p1 ,1103, RCP8.5 ,: ,1969,-0.01175,0.505,N/S  ,0.09331,0.014212,0.07,*    ,0.268,0.309759,0.00192,***  , : ,0.18743,N/S ,0.00192,***  ,0.007032,*** ,Y,0.992968,0.025962,0.000359866,0.051175427
4470,r8i1p1_EC-EARTH_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_193.final.csv,"[1861.0, 1872, 1883, 1893, 1918, 1942, 1969, 1987, 2000, 2022, 2038, 2048, 2061, 2071, 2081, 2092, 2100.0]",78,364,2,r8i1p1,EC-EARTH,RCP8.5,93,1969,1942,1987,99,27.58030144,0.25658453,99,1969,0.64,1970,0.31,0.008239449,-0.001757334,0.006435109,0.218082686,0.028432494,12.29169006,0.259208881,1969,0.98,1968,0.02,0.86,: , ICHEC , ie1 ,61, EC-EARTH ,1,6101, r8i1p1 ,1108, RCP8.5 ,: ,1969,-0.001757,0.42,N/S  ,0.02614,0.006435,0.23,N/S  ,0.08862,0.218083,0.000861,**** , : ,0.114111,N/S ,0.000861,**** ,0.000115,****,Y,0.999885,0.008192,9.82496E-05,0.854344096
770,r1i1p1_EC-EARTH_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_190.final.csv,"[1861.0, 1907, 1919, 1970, 1986, 1997, 2010, 2025, 2038, 2053, 2064, 2078, 2087, 2100.0]",18,65,2,r1i1p1,EC-EARTH,RCP8.5,87,1970,1919,1986,100,45.40922054,0.274188055,100,1975,0.97,1976,0.03,0.003890139,-0.000125303,0.014597564,0.109201652,0.021122379,8.277130923,0.301774303,1976,0.4,1970,0.26,0.51,: , ICHEC , ie1 ,61, EC-EARTH ,1,6101, r1i1p1 ,1101, RCP8.5 ,: ,1970,-0.0001253,0.841,N/S  ,0.0008294,0.014598,0.00294,***  ,0.4797,0.109202,0.00826,***  , : ,0.000195,****,0.00826,***  ,0,****,Y,1,0.0147233,1.6107E-06,#DIV/0!
850,r1i1p1_FIO-ESM_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_199.final.csv,"[1861.0, 1916, 1970, 1986, 2008, 2026, 2038, 2049, 2059, 2075, 2086, 2100.0]",20,72,4,r1i1p1,FIO-ESM,RCP8.5,62,1970,1916,1986,100,37.69574174,0.277652878,100,1970,0.99,1971,0.01,0.004746862,0.001003237,0.007326697,0.18892066,0.017316072,7.139801205,0.192943975,1970,0.91,1971,0.08,0.87,: , FIO , cn4 ,34, FIO-ESM ,1,3401, r1i1p1 ,1101, RCP8.5 ,: ,1970,0.001003,0.274,N/S  ,0.02295,0.007327,0.269,N/S  ,0.08658,0.188921,0.00382,***  , : ,0.28558,N/S ,0.00382,***  ,0.000005,****,Y,0.999995,0.006324,0.001090916,218.18312
1794,r1i1p1_IPSL-CM5B-LR_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_223.final.csv,"[1861.0, 1883, 1904, 1936, 1961, 1970, 1996, 2012, 2024, 2035, 2046, 2057, 2066, 2076, 2089, 2100.0]",32,145,1,r1i1p1,IPSL-CM5B-LR,RCP8.5,95,1970,1961,1996,100,21.95268737,0.39648118,100,1970,0.95,1969,0.03,0.015634345,0.025932667,0.005414193,0.219249478,0.034597379,11.3784299,0.343308358,1968,0.57,1967,0.18,0.81,: , IPSL , fr1 ,51, IPSL-CM5B-LR ,1,5101, r1i1p1 ,1101, RCP8.5 ,: ,1970,0.02593,0.0892,*    ,0.3571,0.005414,0.129,N/S  ,0.09325,0.219249,0.0241,**   , : ,0.2244,N/S ,0.0241,**   ,0.001373,*** ,Y,0.998627,-0.020516,0.00540804,3.938849235
1992,r1i1p1_MPI-ESM-LR_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_229.final.csv,"[1861.0, 1908, 1970, 1997, 2012, 2037, 2052, 2067, 2082, 2092, 2100.0]",36,161,1,r1i1p1,MPI-ESM-LR,RCP8.5,100,1970,1908,1997,100,66.15517942,0.479846952,100,1970,0.97,1971,0.03,0.00771148,0.001910364,0.008232924,0.306228692,0.022779657,10.2335393,0.267430596,1970,0.95,1971,0.05,0.85,: , MPI-M , de3 ,43, MPI-ESM-LR ,3,4303, r1i1p1 ,1101, RCP8.5 ,: ,1970,0.00191,0.00546,***  ,0.1217,0.008233,0.0613,*    ,0.1331,0.306229,0.000001,**** , : ,0.04536,**  ,0.000001,**** ,0,****,Y,1,0.006323,4.536E-08,#DIV/0!
