Seq,Source,BreakSet,DatasetNo,SetNo,SetNoInData,Type,Model,Treat,%BreakSet,Year,Predecessor,Successor,%SegmentFound,Ti,Shift,%YearOverall,Modal Year,ModalValue,SecondModalYear,SecondModalValue,SegmentTrend,PreTrend,"PostTrend""",ShiftFromTrends,30YearTrend,15YrTi,15YearShift,30Yr Mode,30YrModePct,30YrMode2,30YrMode2%,Stability,:,ModelGroup,GroupCode,GroupNum,Model,GroupModNum,ModelNum,EnsembleCode,EnsembleNum,Scenario,:,Byear,slope1,Pr(slope1),Sig(slope1),Rsq(slope1),slope2,Pr(slope2),Sig(slope2),Rsq(slope2),non-trend-shift,Pr(non-trend-shift),Sig(non-trend-shift),:,PrTrends,sig(Trends),Pr(shifts),sig(shifts),"Pr(Regime)""",sig(Regime),Modal,pRnOTHING,DelTrend,IndPr,PrRat
1790,r1i1p1_IPSL-CM5B-LR_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_223.final.csv,"[1861.0, 1883, 1904, 1936, 1961, 1970, 1996, 2012, 2024, 2035, 2046, 2057, 2066, 2076, 2089, 2100.0]",32,145,1,r1i1p1,IPSL-CM5B-LR,RCP8.5,95,1883,1861,1904,100,13.35129388,-0.136803235,100,1883,1,0,0,-0.003371376,0.000526175,0.011139878,-0.265097202,-0.011739513,6.736635528,-0.210933879,1883,1,0,0,1,: , IPSL , fr1 ,51, IPSL-CM5B-LR ,1,5101, r1i1p1 ,1101, RCP8.5 ,: ,1883,0.0005262,0.842,N/S  ,0.00194,0.01114,0.00926,***  ,0.3062,-0.265097,0.000041,**** , : ,0.0245,**  ,0.000041,**** ,0.000072,****,Y,0.999928,0.0106138,1.0045E-06,0.013951389
2000,r1i1p1_MPI-ESM-MR_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_232.final.csv,"[1861.0, 1883, 1891, 1919, 1970, 1988, 1996, 2013, 2026, 2039, 2049, 2058, 2068, 2076, 2089, 2100.0]",37,162,1,r1i1p1,MPI-ESM-MR,RCP8.5,100,1883,1861,1891,100,20.52447842,-0.322267859,100,1883,1,0,0,-0.012689622,-0.001195327,-0.017576478,-0.228652682,-0.026928806,13.6407562,-0.278522872,1883,1,0,0,1,: , MPI-M , de3 ,43, MPI-ESM-MR ,2,4302, r1i1p1 ,1101, RCP8.5 ,: ,1883,-0.001195,0.738,N/S  ,0.005445,-0.017576,0.00644,***  ,0.7359,-0.22865,0.0145,**   , : ,0.3064,N/S ,0.0145,**   ,0.000262,****,Y,0.999738,-0.016381,0.0044428,16.95725191
2392,r1i1p2_GISS-E2-H_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_206.final.csv,"[1861.0, 1883, 1893, 1907, 1920, 1963, 1977, 1995, 2003, 2016, 2025, 2037, 2049, 2060, 2069, 2082, 2100.0]",41,195,2,r1i1p2,GISS-E2-H,RCP8.5,55,1883,1861,1893,100,13.33887772,-0.171495255,100,1883,1,0,0,-0.00217141,0.011221546,0.022025601,-0.415622818,-0.019384474,11.72643392,-0.246595647,1883,1,0,0,1,: , NASA-GISS , us5 ,135, GISS-E2-H ,2,13502, r1i1p2 ,2101, RCP8.5 ,: ,1883,0.01122,0.00003,**** ,0.5715,0.022026,0.00556,***  ,0.6384,-0.415623,0,**** , : ,0.15022,N/S ,0,**** ,0,****,Y,1,0.010806,0,#DIV/0!
2844,r2i1p1_CanESM2_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_160.final.csv,"[1861.0, 1883, 1910, 1985, 1997, 2010, 2023, 2035, 2046, 2054, 2061, 2072, 2085, 2092, 2100.0]",45,226,2,r2i1p1,CanESM2,RCP8.5,82,1883,1861,1910,82,12.729861,-0.150704658,82,1882,0.55,1883,0.45,-0.002685386,0.007086297,0.007050741,-0.327004315,-0.029314661,9.190852223,-0.290324137,1883,0.81,1882,0.19,0.65,: , CCCMA , ca1 ,21, CanESM2 ,1,2101, r2i1p1 ,1102, RCP8.5 ,: ,1883,0.007086,0.0614,*    ,0.1568,0.007051,0.0315,**   ,0.1719,-0.327,0.000017,**** , : ,0.9941,N/S ,0.000017,**** ,0.000079,****,Y,0.999921,-3.5E-05,1.68997E-05,0.213920253
2883,r2i1p1_CESM1-CAM5_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_172.final.csv,"[1861.0, 1883, 1916, 1976, 1993, 2001, 2010, 2021, 2031, 2042, 2054, 2063, 2075, 2088, 2100.0]",47,229,1,r2i1p1,CESM1-CAM5,RCP8.5,100,1883,1861,1916,100,28.36584225,-0.226658937,100,1883,1,0,0,-0.006201795,0.00373954,-0.002847784,-0.219326328,-0.01617364,9.925098661,-0.216657261,1883,1,0,0,1,: , NSF-DOE-NCAR , us1 ,131, CESM1-CAM5 ,2,13102, r2i1p1 ,1102, RCP8.5 ,: ,1883,0.00374,0.262,N/S  ,0.05949,-0.002848,0.178,N/S  ,0.05761,-0.219326,0.000477,**** , : ,0.103311,N/S ,0.000477,**** ,0.001747,*** ,Y,0.998253,-0.006588,4.92793E-05,0.028207983
3781,r4i1p1_CSIRO-Mk3-6-0_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_183.final.csv,"[1861.0, 1883, 1891, 1915, 1937, 1963, 1979, 1999, 2020, 2034, 2041, 2057, 2068, 2075, 2089, 2100.0]",67,308,1,r4i1p1,CSIRO-Mk3-6-0,RCP8.5,94,1883,1861,1891,94,19.20817694,-0.393459098,94,1883,0.91,1882,0.09,-0.01082306,0.008523359,0.01869003,-0.571903481,-0.041881354,11.35104548,-0.460415275,1882,0.62,1883,0.38,0.56,: , CSIRO-QCCCE , au2 ,12, CSIRO-Mk3-6-0 ,1,1201, r4i1p1 ,1104, RCP8.5 ,: ,1883,0.008523,0.0374,**   ,0.1904,0.01869,0.415,N/S  ,0.1132,-0.5719,0.000019,**** , : ,0.612,N/S ,0.000019,**** ,0.000002,****,Y,0.999998,0.010167,0.000011628,5.814
4019,r5i1p1_CSIRO-Mk3-6-0_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_184.final.csv,"[1861.0, 1883, 1894, 1918, 1999, 2011, 2021, 2030, 2043, 2052, 2062, 2075, 2087, 2100.0]",72,326,2,r5i1p1,CSIRO-Mk3-6-0,RCP8.5,67,1883,1861,1894,100,25.19742301,-0.428963804,100,1883,0.99,1882,0.01,-0.01515303,0.004667992,-0.000521886,-0.477108997,-0.042596034,12.44035122,-0.430657374,1883,0.9,1882,0.1,0.89,: , CSIRO-QCCCE , au2 ,12, CSIRO-Mk3-6-0 ,1,1201, r5i1p1 ,1105, RCP8.5 ,: ,1883,0.004668,0.224,N/S  ,0.06948,-0.0005219,0.959,N/S  ,0.0003049,-0.477109,0.000006,**** , : ,0.655,N/S ,0.000006,**** ,0.000001,****,Y,0.999999,-0.0051899,0.00000393,3.93
4268,r6i1p1_CNRM-CM5_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_178.final.csv,"[1861.0, 1883, 1913, 1938, 1983, 1999, 2017, 2030, 2040, 2048, 2057, 2069, 2079, 2090, 2100.0]",74,347,2,r6i1p1,CNRM-CM5,RCP8.5,90,1883,1861,1913,100,12.46109447,-0.130203312,100,1883,1,0,0,-0.002042643,0.003464546,0.007252759,-0.281367084,-0.021059707,10.11800848,-0.280931784,1883,1,0,0,1,: , CNRM , fr2 ,52, CNRM-CM5 ,1,5201, r6i1p1 ,1106, RCP8.5 ,: ,1883,0.003465,0.042,**   ,0.1826,0.007253,0.0173,**   ,0.1861,-0.281367,0.000019,**** , : ,0.35858,N/S ,0.000019,**** ,0.000031,****,Y,0.999969,0.003788,6.81302E-06,0.219774839
4466,r8i1p1_EC-EARTH_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_193.final.csv,"[1861.0, 1872, 1883, 1893, 1918, 1942, 1969, 1987, 2000, 2022, 2038, 2048, 2061, 2071, 2081, 2092, 2100.0]",78,364,2,r8i1p1,EC-EARTH,RCP8.5,93,1883,1872,1893,94,17.57609816,-0.292690753,100,1883,1,0,0,-0.018172413,0.007237992,0.016343222,-0.41948229,-0.027620276,13.52349131,-0.321266475,1883,1,0,0,1,: , ICHEC , ie1 ,61, EC-EARTH ,1,6101, r8i1p1 ,1108, RCP8.5 ,: ,1883,0.007238,0.0563,*    ,0.3476,0.016343,0.0199,**   ,0.5125,-0.419482,0,**** , : ,0.16635,N/S ,0,**** ,0,****,Y,1,0.009105,0,#DIV/0!
4677,r9i1p1_EC-EARTH_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_194.final.csv,"[1861.0, 1883, 1915, 1977, 1999, 2014, 2026, 2037, 2046, 2061, 2072, 2082, 2091, 2100.0]",80,381,1,r9i1p1,EC-EARTH,RCP8.5,61,1883,1861,1915,100,19.31628859,-0.136501145,100,1883,1,0,0,-0.002481322,0.005676872,0.003648212,-0.25875097,-0.023174613,12.64766624,-0.26759602,1883,1,0,0,1,: , ICHEC , ie1 ,61, EC-EARTH ,1,6101, r9i1p1 ,1109, RCP8.5 ,: ,1883,0.005677,0.016,**   ,0.2462,0.003648,0.0562,*    ,0.1162,-0.258751,0.000001,**** , : ,0.5238,N/S ,0.000001,**** ,0.000005,****,Y,0.999995,-0.002029,5.238E-07,0.10476
3969,r5i1p1_CanESM2_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_163.final.csv,"[1861.0, 1885, 1915, 1973, 1997, 2011, 2026, 2042, 2054, 2061, 2069, 2081, 2090, 2100.0]",70,322,1,r5i1p1,CanESM2,RCP8.5,90,1885,1861,1915,90,23.4859574,-0.18952039,100,1885,1,0,0,-0.003377311,0.009587465,0.005221907,-0.385347739,-0.030485581,12.37273077,-0.315896718,1885,1,0,0,1,: , CCCMA , ca1 ,21, CanESM2 ,1,2101, r5i1p1 ,1105, RCP8.5 ,: ,1885,0.009587,0.00444,***  ,0.3019,0.005222,0.00439,***  ,0.2554,-0.385348,0,**** , : ,0.1906,N/S ,0,**** ,0,****,Y,1,-0.004365,0,#DIV/0!
2001,r1i1p1_MPI-ESM-MR_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_232.final.csv,"[1861.0, 1883, 1891, 1919, 1970, 1988, 1996, 2013, 2026, 2039, 2049, 2058, 2068, 2076, 2089, 2100.0]",37,162,1,r1i1p1,MPI-ESM-MR,RCP8.5,100,1891,1883,1919,100,21.49600999,0.244751922,100,1891,0.62,1892,0.38,0.007508749,-0.017576478,0.001477515,0.283042652,0.017664391,11.31321475,0.213290403,1891,0.78,1892,0.22,0.46,: , MPI-M , de3 ,43, MPI-ESM-MR ,2,4302, r1i1p1 ,1101, RCP8.5 ,: ,1891,-0.017576,0.00644,***  ,0.7359,0.001478,0.491,N/S  ,0.01844,0.283043,0.00007,**** , : ,0.148,N/S ,0.00007,**** ,0.000116,****,Y,0.999884,0.019054,0.00001036,0.089310345
2646,r1i1p3_GISS-E2-H_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_207.final.csv,"[1861.0, 1863, 1882, 1891, 1917, 1935, 1971, 1994, 2001, 2013, 2024, 2035, 2046, 2056, 2063, 2071, 2083, 2093, 2100.0]",43,212,5,r1i1p3,GISS-E2-H,RCP8.5,63,1891,1882,1917,92,20.56687435,0.282878627,100,1891,0.66,1892,0.34,0.01227422,0.011486917,0.006835612,0.144956778,0.031746418,11.04984812,0.27461521,1891,0.85,1892,0.12,0.44,: , NASA-GISS , us5 ,135, GISS-E2-H ,2,13502, r1i1p3 ,3101, RCP8.5 ,: ,1891,0.01149,0.476,N/S  ,0.07484,0.006836,0.00556,***  ,0.2788,0.144957,0.04452,**   , : ,0.71009,N/S ,0.04452,**   ,0.02416,**  ,Y,0.97584,-0.004654,0.031613207,1.308493659
3782,r4i1p1_CSIRO-Mk3-6-0_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_183.final.csv,"[1861.0, 1883, 1891, 1915, 1937, 1963, 1979, 1999, 2020, 2034, 2041, 2057, 2068, 2075, 2089, 2100.0]",67,308,1,r4i1p1,CSIRO-Mk3-6-0,RCP8.5,94,1891,1883,1915,94,18.50001919,0.310413833,94,1891,0.97,1892,0.02,0.008158865,0.01869003,-0.007281862,0.336509668,0.039820567,10.93199668,0.38770828,1891,0.66,1892,0.31,0.39,: , CSIRO-QCCCE , au2 ,12, CSIRO-Mk3-6-0 ,1,1201, r4i1p1 ,1104, RCP8.5 ,: ,1891,0.01869,0.415,N/S  ,0.1132,-0.007282,0.0162,**   ,0.2355,0.33651,0.000296,**** , : ,0.129056,N/S ,0.000296,**** ,0.000002,****,Y,0.999998,-0.025972,3.82006E-05,19.100288
124,r11i1p1_EC-EARTH_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_195.final.csv,"[1861.0, 1883, 1892, 1914, 1925, 1947, 1976, 1998, 2012, 2026, 2040, 2051, 2074, 2100.0]",3,12,1,r11i1p1,EC-EARTH,RCP8.5,100,1892,1883,1914,100,20.36163325,0.163310574,100,1892,1,0,0,0.007124641,-0.000403778,0.001721079,0.145149189,0.01349379,10.40678388,0.146793785,1892,1,0,0,0.6,: , ICHEC , ie1 ,61, EC-EARTH ,1,6101, r11i1p1 ,1111, RCP8.5 ,: ,1892,-0.0004038,0.961,N/S  ,0.0003711,0.001721,0.324,N/S  ,0.04858,0.145149,0.00135,***  , : ,0.76883,N/S ,0.00135,***  ,0.001664,*** ,Y,0.998336,0.0021248,0.001037921,0.6237503
304,r13i1p1_EC-EARTH_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_197.final.csv,"[1861.0, 1882, 1892, 1914, 1967, 1976, 1986, 1998, 2012, 2024, 2033, 2040, 2048, 2057, 2064, 2072, 2085, 2100.0]",5,25,9,r13i1p1,EC-EARTH,RCP8.5,24,1892,1882,1914,100,19.57069512,0.209077872,100,1892,0.87,1890,0.05,0.007736323,0.013939737,-0.003348471,0.184139792,0.027363857,10.59152925,0.242698149,1892,0.62,1893,0.22,0.39,: , ICHEC , ie1 ,61, EC-EARTH ,1,6101, r13i1p1 ,1113, RCP8.5 ,: ,1892,0.01394,0.178,N/S  ,0.2145,-0.003348,0.147,N/S  ,0.102,0.18414,0.00171,***  , : ,0.04691,**  ,0.00171,***  ,0.00003,****,Y,0.99997,-0.017288,8.02161E-05,2.67387
594,r1i1p1_CNRM-CM5_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_175.final.csv,"[1861.0, 1892, 1902, 1935, 1985, 1999, 2020, 2028, 2040, 2052, 2062, 2076, 2090, 2100.0]",16,50,1,r1i1p1,CNRM-CM5,RCP8.5,49,1892,1861,1902,73,17.18888159,0.299087558,73,1892,0.91,1895,0.08,0.006515467,-0.003675266,0.029119561,0.195730639,0.042456613,9.530583005,0.352931141,1891,0.5,1892,0.38,0.43,: , CNRM , fr2 ,52, CNRM-CM5 ,1,5201, r1i1p1 ,1101, RCP8.5 ,: ,1892,-0.003675,0.25,N/S  ,0.04383,0.02912,0.00295,***  ,0.6891,0.19573,0.0927,*    , : ,0.0551,*   ,0.0927,*    ,0.000094,****,Y,0.999906,0.032795,0.00510777,54.33797872
1150,r1i1p1_GFDL-ESM2M_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_204.final.csv,"[1861.0, 1883, 1893, 1976, 1995, 2020, 2040, 2052, 2066, 2077, 2091, 2100.0]",23,95,2,r1i1p1,GFDL-ESM2M,RCP8.5,59,1893,1883,1976,100,38.58890201,0.399289969,100,1893,1,0,0,0.003448747,0.040476929,0.001305098,0.162136262,0.034364531,9.201373818,0.314789185,1893,0.79,1889,0.17,0.56,: , NOAA-GFDL , us6 ,136, GFDL-ESM2M ,1,13601, r1i1p1 ,1101, RCP8.5 ,: ,1893,0.040477,0.00366,***  ,0.6727,0.001305,0.0519,*    ,0.04585,0.1621363,0.0693,*    , : ,0.0131,**  ,0.0693,*    ,0,****,Y,1,-0.039172,0.00090783,#DIV/0!
2393,r1i1p2_GISS-E2-H_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_206.final.csv,"[1861.0, 1883, 1893, 1907, 1920, 1963, 1977, 1995, 2003, 2016, 2025, 2037, 2049, 2060, 2069, 2082, 2100.0]",41,195,2,r1i1p2,GISS-E2-H,RCP8.5,55,1893,1883,1907,100,16.04959795,0.226065795,100,1893,0.96,1891,0.03,0.014876156,0.022025601,-0.00229211,0.143960227,0.025478085,12.34368699,0.222908878,1893,1,0,0,0.96,: , NASA-GISS , us5 ,135, GISS-E2-H ,2,13502, r1i1p2 ,2101, RCP8.5 ,: ,1893,0.022026,0.00556,***  ,0.6384,-0.002292,0.645,N/S  ,0.01824,0.14396,0.01444,**   , : ,0.00949,*** ,0.01444,**   ,0.001137,*** ,Y,0.998863,-0.024318,0.000137036,0.120523835
3101,r2i1p1_MPI-ESM-LR_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_230.final.csv,"[1861.0, 1878, 1893, 1908, 1939, 1977, 1993, 2003, 2021, 2035, 2054, 2067, 2078, 2088, 2100.0]",55,248,1,r2i1p1,MPI-ESM-LR,RCP8.5,100,1893,1878,1908,100,19.54801473,0.216838369,100,1893,1,0,0,0.010184893,-0.002320467,-0.002990437,0.256856549,0.020695871,12.34028056,0.235462803,1893,1,0,0,1,: , MPI-M , de3 ,43, MPI-ESM-LR ,3,4303, r2i1p1 ,1102, RCP8.5 ,: ,1893,-0.00232,0.619,N/S  ,0.01961,-0.00299,0.561,N/S  ,0.0267,0.256856,0.000173,**** , : ,0.921891,N/S ,0.000173,**** ,0.000757,****,Y,0.999243,-0.00067,0.000159487,0.210683148
4467,r8i1p1_EC-EARTH_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_193.final.csv,"[1861.0, 1872, 1883, 1893, 1918, 1942, 1969, 1987, 2000, 2022, 2038, 2048, 2061, 2071, 2081, 2092, 2100.0]",78,364,2,r8i1p1,EC-EARTH,RCP8.5,93,1893,1883,1918,96,21.01084441,0.218832033,96,1893,0.88,1892,0.12,0.010057556,0.016343222,0.005455696,0.075249483,0.014215702,9.210046106,0.161090375,1893,0.53,1892,0.47,0.41,: , ICHEC , ie1 ,61, EC-EARTH ,1,6101, r8i1p1 ,1108, RCP8.5 ,: ,1893,0.016343,0.0199,**   ,0.5125,0.005456,0.0159,**   ,0.2277,0.075249,0.14478,N/S  , : ,0.18094,N/S ,0.14478,N/S  ,0.01885,**  ,Y,0.98115,-0.010887,0.026196493,1.389734387
4020,r5i1p1_CSIRO-Mk3-6-0_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_184.final.csv,"[1861.0, 1883, 1894, 1918, 1999, 2011, 2021, 2030, 2043, 2052, 2062, 2075, 2087, 2100.0]",72,326,2,r5i1p1,CSIRO-Mk3-6-0,RCP8.5,67,1894,1883,1918,100,17.67801328,0.297256584,100,1894,0.78,1893,0.15,0.013774548,-0.000521886,0.008831221,0.1882543,0.024670148,8.982002114,0.264092499,1893,0.65,1894,0.34,0.49,: , CSIRO-QCCCE , au2 ,12, CSIRO-Mk3-6-0 ,1,1201, r5i1p1 ,1105, RCP8.5 ,: ,1894,-0.0005219,0.959,N/S  ,0.0003049,0.008831,0.0424,**   ,0.1743,0.188254,0.0481,**   , : ,0.4761,N/S ,0.0481,**   ,0.1307,N/S ,Y,0.8693,0.0093529,0.02290041,0.175213542
320,r1i1p1_ACCESS1-0_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_155.final.csv,"[1861.0, 1882, 1896, 1915, 1986, 1997, 2012, 2022, 2039, 2051, 2065, 2078, 2089, 2100.0]",6,26,1,r1i1p1,ACCESS1-0,RCP8.5,100,1896,1882,1915,100,20.04573515,0.226716849,100,1896,1,0,0,0.009608635,0.011348663,-0.006990285,0.222840877,0.025596776,11.84594291,0.25867312,1896,0.99,1893,0.01,1,: , CSIRO-BOM , au1 ,11, ACCESS1-0 ,1,1101, r1i1p1 ,1101, RCP8.5 ,: ,1896,0.011349,0.0696,*    ,0.2485,-0.00699,0.0444,**   ,0.217,0.222841,0.000444,**** , : ,0.00712,*** ,0.000444,**** ,0.000034,****,Y,0.999966,-0.018339,3.16128E-06,0.092978824
114,r10i1p1_CSIRO-Mk3-6-0_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_189.final.csv,"[1861.0, 1900, 1921, 2001, 2019, 2042, 2057, 2069, 2077, 2089, 2100.0]",2,11,8,r10i1p1,CSIRO-Mk3-6-0,RCP8.5,75,1900,1861,1921,100,19.74329132,0.155147209,100,1900,1,0,0,0.00261315,-0.002155677,-0.005512083,0.257784657,0.022925075,8.746384555,0.229243621,1900,0.88,1895,0.05,0.87,: , CSIRO-QCCCE , au2 ,12, CSIRO-Mk3-6-0 ,1,1201, r10i1p1 ,1110, RCP8.5 ,: ,1900,-0.002156,0.179,N/S  ,0.04696,-0.005512,0.0722,*    ,0.1602,0.257785,0.000036,**** , : ,0.409,N/S ,0.000036,**** ,0.000068,****,Y,0.999932,-0.003356,0.000014724,0.216529412
595,r1i1p1_CNRM-CM5_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_175.final.csv,"[1861.0, 1892, 1902, 1935, 1985, 1999, 2020, 2028, 2040, 2052, 2062, 2076, 2090, 2100.0]",16,50,1,r1i1p1,CNRM-CM5,RCP8.5,49,1902,1892,1935,73,14.92424634,-0.17643124,80,1902,1,0,0,-0.003799529,0.029119561,0.000533744,-0.316837771,-0.008356915,7.026862586,-0.166975609,1902,1,0,0,0.55,: , CNRM , fr2 ,52, CNRM-CM5 ,1,5201, r1i1p1 ,1101, RCP8.5 ,: ,1902,0.02912,0.00295,***  ,0.6891,0.0005337,0.779,N/S  ,0.002574,-0.3168,0.000024,**** , : ,0.0113,**  ,0.000024,**** ,0.000113,****,Y,0.999887,-0.0285863,2.712E-07,0.0024
1791,r1i1p1_IPSL-CM5B-LR_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_223.final.csv,"[1861.0, 1883, 1904, 1936, 1961, 1970, 1996, 2012, 2024, 2035, 2046, 2057, 2066, 2076, 2089, 2100.0]",32,145,1,r1i1p1,IPSL-CM5B-LR,RCP8.5,95,1904,1883,1936,100,37.93339774,0.362015168,100,1904,1,0,0,0.011195861,0.011139878,0.003251948,0.196259727,0.026405634,9.00975538,0.258763977,1904,0.87,1908,0.07,0.96,: , IPSL , fr1 ,51, IPSL-CM5B-LR ,1,5101, r1i1p1 ,1101, RCP8.5 ,: ,1904,0.01114,0.00926,***  ,0.3062,0.003252,0.0848,*    ,0.09577,0.19626,0.000895,**** , : ,0.058753,*   ,0.000895,**** ,0.000093,****,Y,0.999907,-0.007888,5.25839E-05,0.565418656
1334,r1i1p1_GISS-E2-H_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_205.final.csv,"[1861.0, 1905, 1917, 1932, 1972, 1994, 2001, 2008, 2015, 2025, 2041, 2061, 2071, 2083, 2091, 2100.0]",24,108,13,r1i1p1,GISS-E2-H,RCP8.5,31,1905,1861,1917,49,19.13833306,0.168633038,86,1905,0.48,1892,0.43,0.003853102,0.001838999,0.003091317,0.10628398,0.008645661,7.316746538,0.112930417,1905,0.58,1907,0.38,0.75,: , NASA-GISS , us5 ,135, GISS-E2-H ,2,13502, r1i1p1 ,1101, RCP8.5 ,: ,1905,0.001839,0.136,N/S  ,0.05105,0.003091,0.418,N/S  ,0.06649,0.106284,0.113,N/S  , : ,0.879,N/S ,0.113,N/S  ,0.04486,**  ,Y,0.95514,0.001252,0.099327,2.214155149
1778,r1i1p1_IPSL-CM5A-MR_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_222.final.csv,"[1861.0, 1905, 1926, 1976, 1995, 2004, 2015, 2030, 2045, 2055, 2067, 2074, 2088, 2100.0]",31,144,1,r1i1p1,IPSL-CM5A-MR,RCP8.5,100,1905,1861,1926,100,19.02060863,0.153082562,100,1905,0.79,1914,0.15,0.002798479,-0.00125024,0.00596622,0.114100972,0.003666967,2.679060417,0.068790214,1905,0.86,1899,0.11,0.93,: , IPSL , fr1 ,51, IPSL-CM5A-MR ,2,5102, r1i1p1 ,1101, RCP8.5 ,: ,1905,-0.00125,0.393,N/S  ,0.01701,0.005966,0.0232,**   ,0.243,0.114101,0.0624,*    , : ,0.092,*   ,0.0624,*    ,0.001335,*** ,Y,0.998665,0.007216,0.0057408,4.300224719
768,r1i1p1_EC-EARTH_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_190.final.csv,"[1861.0, 1907, 1919, 1970, 1986, 1997, 2010, 2025, 2038, 2053, 2064, 2078, 2087, 2100.0]",18,65,2,r1i1p1,EC-EARTH,RCP8.5,87,1907,1861,1919,87,17.47468426,0.170131851,87,1907,0.48,1908,0.34,0.002690583,-0.000200735,-0.000384744,0.176716522,0.011045612,7.286380612,0.147334187,1908,0.56,1907,0.22,0.81,: , ICHEC , ie1 ,61, EC-EARTH ,1,6101, r1i1p1 ,1101, RCP8.5 ,: ,1907,-0.0002007,0.871,N/S  ,0.0005879,-0.0003847,0.949,N/S  ,0.0004322,0.1767165,0.0193,**   , : ,0.9839,N/S ,0.0193,**   ,0.002935,*** ,Y,0.997065,-0.000184,0.01898927,6.469938671
2172,r1i1p1_MRI-CGCM3_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_233.final.csv,"[1861.0, 1882, 1907, 1933, 1975, 1999, 2012, 2025, 2038, 2047, 2059, 2070, 2082, 2089, 2100.0]",38,176,14,r1i1p1,MRI-CGCM3,RCP8.5,20,1907,1882,1933,100,25.58672074,0.195604853,100,1907,1,0,0,0.005960366,0.001811819,-0.000145532,0.176282936,0.017929913,7.619739753,0.21408931,1907,0.8,1906,0.13,0.93,: , MRI , jp2 ,82, MRI-CGCM3 ,3,8203, r1i1p1 ,1101, RCP8.5 ,: ,1907,0.001812,0.601,N/S  ,0.01207,-0.0001455,0.936,N/S  ,0.0002779,0.1762829,0.00262,***  , : ,0.60649,N/S ,0.00262,***  ,0.00924,*** ,Y,0.99076,-0.0019575,0.001589004,0.171970108
2394,r1i1p2_GISS-E2-H_RCP8.5_icmip5_tas_Amon_ens_rcp45to85_0-360E_-90-90N_n_su_206.final.csv,"[1861.0, 1883, 1893, 1907, 1920, 1963, 1977, 1995, 2003, 2016, 2025, 2037, 2049, 2060, 2069, 2082, 2100.0]",41,195,2,r1i1p2,GISS-E2-H,RCP8.5,55,1907,1893,1920,100,11.38568613,0.104852085,100,1907,0.88,1906,0.12,0.005265187,-0.00229211,-0.002033324,0.133702267,0.006261675,5.454184218,0.103862528,1907,0.52,1906,0.45,0.78,: , NASA-GISS , us5 ,135, GISS-E2-H ,2,13502, r1i1p2 ,2101, RCP8.5 ,: ,1907,-0.002292,0.645,N/S  ,0.01824,-0.002033,0.606,N/S  ,0.02501,0.1337023,0.0128,**   , : ,0.9678,N/S ,0.0128,**   ,0.04001,**  ,Y,0.95999,0.000259,0.01238784,0.309618595
